customer_id,age,gender,city,signup_date,customer_segment,
C02139,24,Female,Delhi,29-04-2024,Budget,
C02140,20,Male,Bengaluru,23-11-2024,Regular,
C02141,35,Male,Delhi,09-06-2025,Regular,
C02142,62,Male,Kolkata,01-01-2024,Budget,
C02143,46,Female,Chennai,05-06-2025,Regular,
C02144,46,Female,Ahmedabad,25-09-2023,Regular,
C02145,21,Female,Hyderabad,17-03-2024,Premium,
C02146,42,Female,,26-09-2025,Budget,
C02147,35,Male,Pune,11-11-2025,Premium,
C02148,40,Male,Chennai,08-10-2025,Regular,
C02149,30,Male,Mumbai,13-12-2023,Regular,
C02150,27,Male,Chennai,12-07-2025,Budget,
C02151,62,Male,Kolkata,22-10-2025,Regular,
C02152,44,Female,Kolkata,07-12-2025,Budget,
C02153,37,Male,Pune,23-01-2023,Regular,
C02154,21,Male,Bengaluru,26-03-2025,Regular,
C02155,53,Male,Chennai,27-12-2025,Budget,
C02156,40,Male,Guntur,17-04-2025,Budget,
C02157,36,Male,Delhi,13-09-2023,Premium,
C02158,49,Male,Delhi,15-04-2025,Regular,
C02159,24,Male,Mumbai,26-04-2023,Regular,
C02160,43,Female,Vijayawada,10-06-2024,Premium,
C02161,58,Female,Chennai,16-11-2024,Budget,
C02162,39,Female,Ahmedabad,14-05-2024,Regular,
C02163,18,Female,Ahmedabad,05-02-2025,Regular,
C02164,28,Female,Chennai,21-09-2023,Budget,
C02165,20,Female,Hyderabad,25-10-2024,Budget,
C02166,41,Female,Chennai,07-12-2024,Premium,
C02167,35,Female,Chennai,25-11-2024,Budget,
C02168,24,Male,Ahmedabad,13-11-2023,Budget,
C02169,50,Male,Pune,01-12-2023,Regular,
C02170,26,Male,Delhi,10-10-2023,Regular,
C02171,34,Male,Delhi,20-05-2024,Regular,
C02172,64,Female,Vijayawada,03-10-2024,Budget,
C02173,21,Male,Vijayawada,01-02-2024,Regular,
C02174,29,Female,Hyderabad,24-03-2024,Regular,
C02175,32,Female,Guntur,10-11-2023,Regular,
C02176,41,Female,Mumbai,28-08-2023,Premium,
C02177,29,Male,Ahmedabad,20-12-2024,Budget,
C02178,63,Male,Vijayawada,12-06-2025,Regular,
C02179,18,Male,Pune,15-11-2023,Regular,
C02180,62,Other,Kolkata,31-07-2025,Regular,
C02181,43,Female,Delhi,17-09-2024,Regular,
C02182,19,Female,Hyderabad,03-07-2023,Budget,
C02183,23,Female,Hyderabad,05-02-2024,Regular,
C02184,22,Female,Mumbai,09-01-2023,Regular,
C02185,31,Female,Guntur,12-02-2023,Regular,
C02186,33,Male,Mumbai,04-01-2024,Budget,
C02187,48,Male,Delhi,12-05-2024,Budget,
C02188,32,Male,Pune,23-05-2025,Budget,
C02189,52,Female,Mumbai,28-05-2023,Budget,
C02190,31,Female,Delhi,07-07-2025,Budget,
C02191,30,Female,Kolkata,14-09-2023,Budget,
C02192,30,Female,Guntur,01-06-2023,Budget,
C02193,33,Female,Ahmedabad,05-02-2025,Budget,
C02194,57,Male,Guntur,27-04-2025,Premium,
C02195,29,Male,Pune,24-10-2024,Regular,
C02196,30,Female,Kolkata,07-05-2023,Budget,
C02197,62,Female,Bengaluru,07-05-2023,Regular,
C02198,48,Female,Bengaluru,03-03-2024,Regular,
C02199,26,Male,Vijayawada,08-05-2024,Budget,
C02200,58,Other,Kolkata,29-12-2025,Regular,
C02201,26,Female,Bengaluru,10-11-2023,Budget,
C02202,25,Female,Delhi,30-07-2023,Regular,
C02203,38,Male,Vijayawada,01-11-2025,Budget,
C02204,50,Female,Hyderabad,18-06-2023,Regular,
C02205,26,Female,Delhi,29-01-2023,Budget,
C02206,53,Female,Guntur,07-04-2024,Budget,
C02207,25,Female,Vijayawada,15-03-2024,Regular,
C02208,54,Female,Mumbai,09-11-2024,Budget,
C02209,22,Female,Vijayawada,19-08-2025,Regular,
C02210,39,Female,Ahmedabad,18-10-2025,Budget,
C02211,48,Male,Delhi,14-11-2023,Regular,
C02212,30,Male,Ahmedabad,09-12-2025,Regular,
C02213,46,Male,Guntur,23-11-2024,Regular,
C02214,50,Female,Chennai,18-03-2023,Regular,
C02215,48,Male,Hyderabad,24-10-2025,Premium,
C02216,36,Male,Ahmedabad,01-06-2023,Budget,
C02217,54,Female,Hyderabad,06-10-2024,Regular,
C02218,52,Female,Ahmedabad,15-05-2025,Regular,
C02219,33,Male,Mumbai,01-10-2023,Regular,
C02220,52,Male,Ahmedabad,24-10-2023,Regular,
C02221,61,Female,Kolkata,05-06-2024,Premium,
C02222,56,Male,Hyderabad,26-08-2025,Regular,
C02223,52,Male,Hyderabad,02-09-2023,Budget,
C02224,54,Male,Kolkata,27-12-2024,Regular,
C02225,55,Male,Pune,10-05-2024,Budget,
C02226,31,Female,Hyderabad,03-05-2023,Regular,
C02227,51,Male,Vijayawada,17-02-2025,Regular,
C02228,27,Female,Chennai,30-06-2025,Budget,
C02229,34,Male,Guntur,22-09-2024,Budget,
C02230,61,Male,Bengaluru,13-07-2023,Premium,
C02231,31,Male,Chennai,20-06-2023,Budget,
C02232,57,Female,Pune,08-04-2024,Budget,
C02233,37,Male,Pune,08-07-2024,Budget,
C02234,27,Male,Kolkata,27-08-2024,Regular,
C02235,22,Male,Bengaluru,24-09-2023,Budget,
C02236,43,Female,Chennai,02-07-2024,Regular,
C02237,39,Male,Chennai,20-11-2023,Budget,
C02238,42,Female,Delhi,21-01-2025,Budget,
C02239,20,Female,Vijayawada,22-05-2025,Budget,
C02240,30,Female,Delhi,15-12-2024,Budget,
C02241,18,Female,Vijayawada,02-01-2023,Regular,
C02242,32,Male,Chennai,22-12-2025,Budget,
C02243,61,Female,Chennai,27-01-2023,Regular,
C02244,25,Female,Bengaluru,30-12-2025,Regular,
C02245,50,Male,Chennai,04-02-2023,Budget,
C02246,18,Female,Mumbai,19-07-2024,Budget,
C02247,44,Male,Mumbai,27-04-2023,Regular,
C02248,61,Female,Ahmedabad,15-04-2023,Regular,
C02249,34,Female,Delhi,18-01-2025,Regular,
C02250,27,Female,Kolkata,07-03-2025,Regular,
C02251,44,Male,Hyderabad,10-05-2023,Budget,
C02252,31,Female,Vijayawada,05-12-2025,Regular,
C02253,59,Female,Bengaluru,17-12-2023,Regular,
C02254,57,Male,,15-12-2023,Budget,
C02255,48,Female,Delhi,22-11-2023,Regular,
C02256,48,Female,Kolkata,20-05-2024,Regular,
C02257,46,Female,Chennai,14-07-2023,Regular,
C02258,52,Other,Bengaluru,10-04-2024,Regular,
C02259,39,Male,Guntur,18-08-2023,Budget,
C02260,63,Male,Guntur,26-02-2023,Regular,
C02261,34,Male,Ahmedabad,08-02-2024,Regular,
C02262,18,Male,Chennai,06-01-2025,Regular,
C02263,50,Male,Pune,15-04-2025,Regular,
C02264,49,Female,Kolkata,22-01-2024,Regular,
C02265,64,Male,Delhi,21-12-2023,Regular,
C02266,36,Female,Bengaluru,12-05-2025,Budget,
C02267,37,Male,Guntur,15-01-2025,Regular,
C02268,44,Male,Vijayawada,30-06-2025,Regular,
C02269,36,Female,Bengaluru,19-09-2025,Budget,
C02270,54,Female,Ahmedabad,18-06-2025,Budget,
C02271,38,Male,Guntur,22-10-2025,Budget,
C02272,54,Female,Pune,01-04-2024,Regular,
C02273,38,Female,Hyderabad,08-03-2024,Budget,
C02274,28,Male,Kolkata,19-12-2023,Regular,
C02275,64,Female,Vijayawada,15-09-2023,Premium,
C02276,42,Female,Chennai,30-03-2025,Premium,
C02277,51,Male,Bengaluru,21-02-2025,Budget,
C02278,45,Female,Chennai,27-05-2025,Regular,
C02279,34,Female,Guntur,03-07-2023,Premium,
C02280,63,Male,Pune,21-06-2024,Regular,
C02281,35,Female,Hyderabad,01-09-2023,Budget,
C02282,64,Male,Pune,04-09-2025,Regular,
C02283,38,Male,Guntur,20-10-2023,Regular,
C02284,19,Male,Bengaluru,07-06-2023,Regular,
C02285,19,Male,Pune,16-09-2024,Premium,
C02286,63,Male,Chennai,20-08-2025,Premium,
C02287,42,Male,Hyderabad,29-09-2025,Regular,
C02288,36,Female,Delhi,16-04-2023,Budget,
C02289,56,Male,Ahmedabad,23-12-2023,Regular,
C02290,47,Male,Kolkata,18-06-2023,Regular,
C02291,49,Female,Bengaluru,04-12-2023,Regular,
C02292,50,Male,Bengaluru,07-08-2024,Regular,
C02293,27,Female,Pune,04-11-2023,Regular,
C02294,22,Female,Mumbai,15-03-2023,Regular,
C02295,52,Male,Mumbai,12-07-2024,Premium,
C02296,19,Male,Delhi,27-02-2023,Regular,
C02297,51,Female,Ahmedabad,06-09-2023,Regular,
C02298,24,Male,Pune,01-01-2023,Regular,
C02299,30,Female,Guntur,06-04-2023,Regular,
C02300,51,Female,Bengaluru,22-04-2024,Regular,
C02301,47,Female,Delhi,20-07-2025,Budget,
C02302,54,Male,Pune,28-04-2025,Regular,
C02303,46,Female,Ahmedabad,19-04-2023,Regular,
C02304,20,Male,Pune,08-02-2023,Regular,
C02305,57,Female,Vijayawada,06-01-2024,Premium,
C02306,28,Female,Guntur,15-12-2024,Premium,
C02307,24,Male,Kolkata,28-03-2025,Regular,
C02308,59,Male,Mumbai,20-06-2025,Premium,
C02309,27,Male,Mumbai,10-01-2024,Regular,
C02310,43,Female,Pune,03-07-2023,Premium,
C02311,40,Male,Delhi,29-01-2023,Premium,
C02312,54,Female,Hyderabad,10-06-2023,Regular,
C02313,20,Female,Chennai,13-03-2023,Budget,
C02314,23,Male,Guntur,31-07-2025,Budget,
C02315,37,Female,Delhi,21-10-2023,Regular,
C02316,40,Male,Vijayawada,20-06-2025,Regular,
C02317,55,Male,Chennai,28-08-2024,Regular,
C02318,46,Female,Vijayawada,13-08-2024,Regular,
C02319,24,Male,Guntur,12-05-2024,Regular,
C02320,64,Female,Mumbai,16-06-2025,Budget,
C02321,39,Other,Kolkata,17-02-2023,Budget,
C02322,63,Male,Vijayawada,12-04-2023,Regular,
C02323,64,Female,Kolkata,08-04-2024,Budget,
C02324,20,Male,Vijayawada,07-03-2024,Premium,
C02325,41,Female,Bengaluru,20-08-2024,Premium,
C02326,37,Other,Bengaluru,18-03-2025,Regular,
C02327,41,Female,Hyderabad,05-10-2024,Regular,
C02328,32,Female,Mumbai,09-10-2023,Regular,
C02329,44,Male,Ahmedabad,25-12-2023,Premium,
C02330,41,Female,Vijayawada,03-04-2025,Regular,
C02331,26,Male,Pune,09-08-2023,Premium,
C02332,31,Female,Delhi,06-07-2024,Regular,
C02333,24,Male,Vijayawada,12-08-2024,Budget,
C02334,57,Male,Pune,01-04-2025,Regular,
C02335,49,Male,Pune,21-02-2025,Regular,
C02336,36,Male,Hyderabad,23-05-2024,Premium,
C02337,36,Male,Chennai,05-12-2023,Budget,
C02338,21,Male,Kolkata,07-02-2024,Regular,
C02339,31,Female,Kolkata,26-03-2024,Regular,
C02340,61,Female,Delhi,29-08-2023,Premium,
C02341,19,Male,Ahmedabad,15-11-2024,Regular,
C02342,24,Female,Kolkata,17-08-2023,Budget,
C02343,57,Male,Hyderabad,11-12-2024,Premium,
C02344,42,Female,Guntur,02-04-2025,Regular,
C02345,19,Male,Kolkata,19-11-2025,Premium,
C02346,41,Female,Chennai,11-05-2023,Regular,
C02347,53,Male,Chennai,11-04-2025,Budget,
C02348,34,Male,Vijayawada,05-04-2023,Premium,
C02349,35,Female,Chennai,05-01-2024,Regular,
C02350,47,Female,Hyderabad,13-07-2023,Premium,
C02351,46,Female,Hyderabad,27-06-2023,Budget,
C02352,60,Male,Chennai,12-07-2023,Regular,
C02353,29,Female,Kolkata,18-02-2023,Budget,
C02354,30,Female,Delhi,20-06-2025,Budget,
C02355,25,Male,Ahmedabad,08-03-2023,Premium,
C02356,49,Male,Chennai,12-03-2024,Budget,
C02357,43,Male,Chennai,04-02-2025,Budget,
C02358,34,Male,Delhi,20-12-2025,Premium,
C02359,50,Male,Ahmedabad,23-07-2025,Regular,
C02360,35,Male,Pune,31-05-2023,Regular,
C02361,27,Female,Ahmedabad,17-12-2025,Premium,
C02362,43,Female,Hyderabad,16-12-2024,Regular,
C02363,38,Female,Delhi,16-07-2023,Budget,
C02364,37,Female,Delhi,06-05-2024,Regular,
C02365,38,Male,Hyderabad,02-10-2025,Regular,
C02366,60,Female,Mumbai,06-03-2024,Budget,
C02367,28,Female,Chennai,21-07-2023,Regular,
C02368,30,Female,Delhi,16-08-2025,Regular,
C02369,44,Male,Bengaluru,09-11-2025,Budget,
C02370,20,Female,Chennai,04-12-2025,Budget,
C02371,24,Female,Vijayawada,12-11-2025,Premium,
C02372,44,Female,Bengaluru,13-08-2025,Budget,
C02373,41,Female,Guntur,12-05-2024,Budget,
C02374,48,Female,Pune,30-07-2023,Premium,
C02375,23,Female,Hyderabad,06-11-2024,Regular,
C02376,58,Female,Delhi,30-08-2023,Premium,
C02377,40,Other,Pune,02-06-2024,Premium,
C02378,25,Female,Chennai,19-12-2024,Regular,
C02379,32,Male,Chennai,02-11-2025,Regular,
C02380,28,Female,Ahmedabad,13-11-2023,Budget,
C02381,39,Male,Hyderabad,03-10-2023,Budget,
C02382,40,Male,Vijayawada,15-03-2025,Budget,
C02383,38,Male,Mumbai,08-01-2023,Regular,
C02384,39,Female,Mumbai,12-09-2024,Regular,
C02385,60,Male,Bengaluru,27-03-2025,Regular,
C02386,63,Male,Guntur,26-08-2024,Budget,
C02387,41,Male,Chennai,25-02-2024,Regular,
C02388,63,Female,Guntur,26-06-2025,Budget,
C02389,56,Female,Mumbai,11-02-2024,Budget,
C02390,56,Other,Hyderabad,17-02-2025,Regular,
C02391,28,Male,Delhi,23-05-2024,Regular,
C02392,38,Male,Pune,30-01-2023,Regular,
C02393,34,Female,Delhi,03-08-2024,Regular,
C02394,22,Male,Vijayawada,24-02-2023,Regular,
C02395,21,Other,Pune,16-10-2025,Premium,
C02396,47,Female,Ahmedabad,20-10-2024,Regular,
C02397,37,Female,Mumbai,12-02-2024,Regular,
C02398,56,Male,Bengaluru,16-06-2024,Budget,
C02399,49,Male,Delhi,09-11-2024,Regular,
C02400,22,Female,Pune,12-10-2023,Regular,
C02401,57,Male,Delhi,12-11-2023,Budget,
C02402,41,Female,Ahmedabad,03-04-2024,Regular,
C02403,44,Female,Vijayawada,11-10-2023,Regular,
C02404,63,Male,Hyderabad,09-04-2025,Budget,
C02405,48,Male,Hyderabad,24-04-2023,Premium,
C02406,19,Female,Chennai,24-06-2025,Budget,
C02407,26,Male,Pune,17-01-2024,Premium,
C02408,38,Female,Hyderabad,06-09-2024,Regular,
C02409,19,Female,Bengaluru,22-06-2023,Budget,
C02410,25,Female,Delhi,26-02-2024,Budget,
C02411,55,Male,Mumbai,06-04-2025,Regular,
C02412,24,Male,Guntur,24-10-2023,Regular,
C02413,25,Female,Pune,25-05-2023,Regular,
C02414,41,Female,Guntur,25-07-2024,Regular,
C02415,22,Female,Ahmedabad,27-06-2023,Budget,
C02416,30,Female,Delhi,11-12-2023,Regular,
C02417,62,Female,Vijayawada,08-05-2024,Premium,
C02418,47,Male,Guntur,09-09-2024,Regular,
C02419,63,Male,Delhi,01-12-2024,Regular,
C02420,34,Female,Guntur,10-01-2025,Regular,
C02421,46,Male,Chennai,13-07-2025,Regular,
C02422,29,Female,Chennai,14-03-2023,Regular,
C02423,35,Male,Ahmedabad,01-02-2024,Budget,
C02424,26,Male,Ahmedabad,02-01-2023,Budget,
C02425,57,Male,Chennai,11-01-2023,Regular,
C02426,26,Female,Ahmedabad,21-08-2023,Premium,
C02427,27,Female,Pune,16-10-2024,Regular,
C02428,39,Male,Pune,06-09-2025,Budget,
C02429,38,Male,Guntur,27-04-2025,Budget,
C02430,32,Male,Bengaluru,08-12-2024,Regular,
C02431,34,Male,Delhi,02-05-2025,Regular,
C02432,31,Female,Chennai,08-07-2023,Budget,
C02433,60,Male,Pune,08-07-2025,Budget,
C02434,45,Male,Bengaluru,01-09-2025,Regular,
C02435,61,Male,Bengaluru,15-04-2023,Budget,
C02436,64,Female,Kolkata,29-05-2024,Regular,
C02437,48,Female,Hyderabad,27-06-2025,Regular,
C02438,56,Female,Delhi,05-06-2024,Budget,
C02439,23,Female,Vijayawada,09-07-2025,Regular,
C02440,62,Other,Vijayawada,21-10-2025,Budget,
C02441,40,Male,Bengaluru,03-06-2024,Budget,
C02442,51,Female,Vijayawada,07-03-2023,Premium,
C02443,29,Female,Mumbai,08-01-2024,Regular,
C02444,22,Male,Bengaluru,24-08-2023,Budget,
C02445,59,Female,Pune,03-06-2024,Budget,
C02446,39,Female,Delhi,03-10-2024,Budget,
C02447,24,Female,Mumbai,22-05-2024,Premium,
C02448,48,Male,Delhi,03-08-2023,Regular,
C02449,20,Male,Hyderabad,26-11-2023,Regular,
C02450,39,Female,Chennai,14-01-2025,Budget,
C02451,51,Male,Bengaluru,30-01-2023,Premium,
C02452,51,Male,Vijayawada,23-08-2023,Regular,
C02453,39,Male,Delhi,04-09-2025,Budget,
C02454,35,Female,Pune,19-04-2023,Regular,
C02455,57,Female,Delhi,30-03-2024,Regular,
C02456,26,Female,Guntur,15-08-2023,Regular,
C02457,21,Female,Ahmedabad,25-04-2023,Regular,
C02458,25,Male,Kolkata,07-04-2024,Budget,
C02459,55,Male,Mumbai,24-07-2024,Regular,
C02460,40,Male,Mumbai,12-07-2023,Regular,
C02461,19,Male,Vijayawada,27-03-2023,Regular,
C02462,25,Female,Vijayawada,28-05-2023,Regular,
C02463,19,Male,Chennai,14-12-2024,Budget,
C02464,56,Male,Mumbai,31-07-2025,Regular,
C02465,39,Female,Mumbai,17-07-2023,Regular,
C02466,21,Female,Ahmedabad,17-12-2023,Regular,
C02467,28,Male,Vijayawada,31-01-2024,Premium,
C02468,46,Female,Guntur,25-09-2023,Regular,
C02469,45,Female,Guntur,02-03-2023,Regular,
C02470,56,Female,Mumbai,29-07-2024,Regular,
C02471,19,Female,Mumbai,27-01-2024,Budget,
C02472,21,Male,Guntur,10-01-2024,Premium,
C02473,19,Male,Mumbai,17-10-2023,Regular,
C02474,36,Male,Chennai,14-10-2025,Premium,
C02475,52,Female,Guntur,30-10-2024,Regular,
C02476,49,Female,Delhi,03-04-2024,Regular,
C02477,27,Female,Hyderabad,13-08-2023,Budget,
C02478,48,Female,Guntur,27-05-2025,Regular,
C02479,48,Male,Chennai,30-08-2025,Regular,
C02480,26,Male,Mumbai,05-02-2023,Premium,
C02481,53,Male,Pune,14-10-2025,Regular,
C02482,37,Male,Chennai,04-02-2025,Regular,
C02483,20,Female,Guntur,20-04-2023,Regular,
C02484,36,Female,Kolkata,04-04-2025,Budget,
C02485,54,Male,Pune,28-04-2023,Regular,
C02486,50,Female,Chennai,25-02-2023,Premium,
C02487,30,Male,Delhi,07-05-2023,Regular,
C02488,53,Female,Chennai,18-05-2024,Regular,
C02489,36,Male,Vijayawada,09-11-2024,Premium,
C02490,39,Female,Ahmedabad,22-03-2024,Budget,
C02491,22,Male,Bengaluru,14-05-2023,Premium,
C02492,64,Male,Pune,07-08-2023,Regular,
C02493,57,Female,Ahmedabad,22-07-2025,Budget,
C02494,27,Male,Pune,20-11-2025,Regular,
C02495,44,Male,Bengaluru,05-04-2025,Budget,
C02496,54,Male,Bengaluru,24-04-2023,Regular,
C02497,41,Female,Ahmedabad,16-06-2025,Budget,
C02498,27,Male,Pune,27-01-2025,Budget,
C02499,63,Female,Pune,30-07-2024,Regular,
C02500,30,Female,Chennai,06-06-2023,Regular,
C02501,33,Female,Chennai,27-12-2025,Budget,
C02502,35,Male,Delhi,29-04-2024,Regular,
C02503,59,Female,Pune,18-02-2023,Budget,
C02504,41,Male,Delhi,18-08-2023,Regular,
C02505,51,Female,Guntur,15-03-2024,Regular,
C02506,60,Male,Bengaluru,10-03-2023,Budget,
C02507,61,Female,Delhi,21-12-2023,Premium,
C02508,58,Female,Chennai,27-05-2024,Regular,
C02509,60,Male,Hyderabad,04-11-2025,Budget,
C02510,62,Male,Delhi,05-04-2023,Regular,
C02511,64,Male,Hyderabad,23-09-2024,Regular,
C02512,48,Female,Mumbai,29-09-2025,Budget,
C02513,24,Male,Kolkata,01-06-2025,Budget,
C02514,23,Female,Mumbai,09-10-2025,Regular,
C02515,55,Female,Kolkata,06-07-2023,Regular,
C02516,32,Female,Chennai,27-05-2025,Budget,
C02517,55,Male,Delhi,07-12-2025,Regular,
C02518,61,Male,Guntur,24-12-2023,Budget,
C02519,48,Male,Chennai,30-06-2024,Budget,
C02520,53,Female,Pune,04-08-2024,Regular,
C02521,31,Male,Ahmedabad,24-06-2024,Budget,
C02522,38,Male,Mumbai,14-11-2023,Budget,
C02523,63,Male,Mumbai,29-11-2025,Budget,
C02524,56,Female,Kolkata,13-11-2025,Regular,
C02525,27,Female,Hyderabad,21-02-2024,Regular,
C02526,62,Male,Chennai,31-05-2025,Regular,
C02527,41,Male,Delhi,11-03-2024,Regular,
C02528,57,Male,Chennai,20-05-2025,Regular,
C02529,42,Male,Pune,02-10-2024,Budget,
C02530,46,Other,Kolkata,29-05-2024,Budget,
C02531,25,Male,Vijayawada,21-05-2023,Budget,
C02532,33,Female,Kolkata,17-12-2024,Regular,
C02533,51,Female,Pune,18-12-2023,Budget,
C02534,57,Female,Ahmedabad,26-08-2023,Budget,
C02535,22,Male,Chennai,31-07-2023,Regular,
C02536,21,Female,Delhi,11-12-2025,Regular,
C02537,50,Male,Guntur,24-04-2023,Regular,
C02538,39,Male,Bengaluru,24-05-2025,Regular,
C02539,57,Other,Chennai,06-08-2025,Budget,
C02540,21,Male,Chennai,04-02-2023,Regular,
C02541,34,Male,Vijayawada,07-10-2024,Regular,
C02542,19,Male,Mumbai,24-09-2024,Premium,
C02543,51,Male,Mumbai,28-01-2024,Regular,
C02544,58,Female,Guntur,31-12-2024,Regular,
C02545,25,Female,Vijayawada,23-03-2024,Budget,
C02546,33,Female,Hyderabad,26-04-2024,Premium,
C02547,57,Male,Guntur,17-04-2024,Regular,
C02548,19,Male,Ahmedabad,26-05-2025,Budget,
C02549,62,Male,Guntur,24-11-2024,Regular,
C02550,59,Female,Hyderabad,20-02-2024,Regular,
C02551,25,Female,Hyderabad,11-10-2025,Budget,
C02552,24,Female,Mumbai,28-05-2025,Regular,
C02553,50,Female,Guntur,18-10-2025,Regular,
C02554,18,Female,Delhi,10-03-2025,Budget,
C02555,41,Male,Ahmedabad,04-03-2024,Premium,
C02556,21,Female,Chennai,26-04-2025,Premium,
C02557,42,Female,Mumbai,27-12-2023,Budget,
C02558,34,Female,Guntur,24-10-2023,Regular,
C02559,51,Male,Delhi,08-05-2024,Premium,
C02560,59,Female,Ahmedabad,27-11-2025,Regular,
C02561,40,Male,Kolkata,13-09-2024,Premium,
C02562,48,Female,Bengaluru,25-02-2024,Budget,
C02563,46,Female,Vijayawada,20-05-2024,Regular,
C02564,64,Female,Vijayawada,15-11-2023,Regular,
C02565,28,Male,Ahmedabad,22-12-2024,Budget,
C02566,29,Male,Delhi,19-01-2024,Regular,
C02567,35,Female,Delhi,30-08-2024,Budget,
C02568,52,Female,Chennai,09-02-2024,Budget,
C02569,58,Female,Kolkata,18-12-2023,Budget,
C02570,31,Male,Mumbai,28-11-2025,Budget,
C02571,23,Female,Bengaluru,14-01-2024,Budget,
C02572,46,Female,Hyderabad,19-03-2023,Regular,
C02573,46,Male,Delhi,19-02-2024,Budget,
C02574,35,Male,Guntur,05-08-2024,Budget,
C02575,26,Female,Ahmedabad,14-04-2023,Budget,
C02576,57,Male,Guntur,01-12-2023,Regular,
C02577,57,Female,Kolkata,01-07-2023,Budget,
C02578,53,Female,Guntur,02-07-2024,Regular,
C02579,45,Male,Ahmedabad,02-03-2025,Budget,
C02580,30,Male,Guntur,26-11-2025,Budget,
C02581,36,Other,Pune,02-03-2024,Regular,
C02582,21,Female,Hyderabad,03-08-2025,Regular,
C02583,29,Female,Mumbai,23-08-2023,Regular,
C02584,39,Female,Guntur,04-05-2025,Regular,
C02585,38,Female,Ahmedabad,08-09-2024,Budget,
C02586,21,Female,Hyderabad,10-04-2025,Budget,
C02587,63,Female,Hyderabad,07-04-2025,Regular,
C02588,30,Female,Kolkata,06-08-2024,Budget,
C02589,41,Male,Vijayawada,09-10-2023,Regular,
C02590,39,Male,Ahmedabad,30-07-2024,Regular,
C02591,40,Female,Vijayawada,24-06-2025,Budget,
C02592,57,Male,Hyderabad,28-11-2025,Budget,
C02593,53,Female,Guntur,12-10-2025,Regular,
C02594,58,Female,Bengaluru,18-07-2023,Regular,
C02595,35,Male,Guntur,16-10-2024,Premium,
C02596,30,Male,Vijayawada,25-04-2023,Budget,
C02597,38,Female,Pune,02-01-2025,Premium,
C02598,44,Male,Pune,22-12-2025,Budget,
C02599,33,Female,Delhi,27-02-2023,Budget,
C02600,39,Female,Pune,19-12-2024,Regular,
C02601,25,Female,Guntur,01-11-2025,Premium,
C02602,45,Female,Chennai,16-07-2025,Regular,
C02603,51,Female,Chennai,05-03-2024,Regular,
C02604,42,Male,Vijayawada,24-04-2023,Regular,
C02605,59,Male,Guntur,08-10-2025,Premium,
C02606,64,Male,Pune,05-10-2025,Regular,
C02607,60,Female,Chennai,25-09-2024,Regular,
C02608,22,Male,Vijayawada,07-12-2025,Regular,
C02609,59,Male,Guntur,06-01-2023,Regular,
C02610,33,Male,Mumbai,06-11-2024,Premium,
C02611,39,Male,Pune,12-02-2023,Regular,
C02612,37,Male,Delhi,21-10-2025,Budget,
C02613,31,Female,Guntur,15-01-2025,Premium,
C02614,59,Male,Kolkata,27-09-2025,Regular,
C02615,47,Female,Delhi,08-09-2024,Regular,
C02616,63,Male,Vijayawada,02-04-2023,Regular,
C02617,62,Male,Kolkata,30-01-2023,Budget,
C02618,37,Male,Delhi,03-01-2024,Regular,
C02619,52,Female,Vijayawada,15-06-2023,Budget,
C02620,41,Female,Delhi,22-07-2025,Premium,
C02621,41,Male,Delhi,20-09-2023,Regular,
C02622,52,Female,Mumbai,27-06-2024,Regular,
C02623,50,Male,Chennai,11-08-2023,Budget,
C02624,60,Female,Chennai,25-05-2024,Premium,
C02625,54,Female,Hyderabad,10-05-2024,Regular,
C02626,47,Male,Ahmedabad,06-01-2023,Regular,
C02627,61,Male,Pune,13-09-2024,Premium,
C02628,22,Male,Vijayawada,11-05-2025,Regular,
C02629,53,Female,Kolkata,22-10-2025,Premium,
C02630,36,Male,Hyderabad,29-12-2023,Regular,
C02631,38,Female,Kolkata,22-08-2025,Budget,
C02632,54,Male,Bengaluru,20-08-2025,Regular,
C02633,30,Female,Hyderabad,18-12-2025,Premium,
C02634,59,Male,Kolkata,13-02-2024,Regular,
C02635,41,Female,Hyderabad,20-07-2025,Regular,
C02636,34,Male,Delhi,10-09-2024,Budget,
C02637,33,Male,Guntur,05-03-2023,Regular,
C02638,37,Male,Chennai,24-10-2023,Regular,
C02639,62,Female,Kolkata,05-01-2025,Premium,
C02640,22,Male,Mumbai,25-06-2023,Budget,
C02641,41,Female,Bengaluru,21-04-2024,Budget,
C02642,57,Other,Bengaluru,28-04-2025,Budget,
C02643,40,Male,Hyderabad,13-06-2023,Budget,
C02644,44,Male,Bengaluru,27-06-2024,Regular,
C02645,34,Male,Bengaluru,24-08-2023,Regular,
C02646,24,Male,Guntur,10-08-2024,Budget,
C02647,48,Male,Guntur,21-09-2023,Regular,
C02648,61,Female,Mumbai,23-11-2025,Regular,
C02649,42,Male,Ahmedabad,25-03-2023,Regular,
C02650,38,Male,Chennai,21-11-2025,Premium,
C02651,24,Female,Kolkata,17-05-2025,Regular,
C02652,62,Male,Chennai,25-07-2025,Budget,
C02653,58,Female,Kolkata,21-07-2025,Premium,
C02654,60,Female,Mumbai,25-07-2023,Budget,
C02655,34,Male,Guntur,16-10-2025,Premium,
C02656,47,Female,Guntur,12-10-2024,Regular,
C02657,38,Female,Mumbai,19-11-2025,Premium,
C02658,29,Female,Hyderabad,19-08-2025,Budget,
