return_id,order_id,return_reason,return_date
R01232,O020240,Changed Mind,23-02-2026
R01233,O020261,Changed Mind,23-08-2025
R01234,O020266,Size/Fit Issue,10-11-2025
R01235,O020272,Quality Issue,28-11-2025
R01236,O020282,Late Delivery,19-01-2026
R01237,O020297,Quality Issue,22-08-2026
R01238,O020300,Quality Issue,10-10-2025
R01239,O020317,Damaged,04-05-2025
R01240,O020320,Wrong Item,24-03-2025
R01241,O020338,Size/Fit Issue,23-05-2026
R01242,O020344,Damaged,20-02-2025
R01243,O020352,Quality Issue,27-02-2025
R01244,O020357,Wrong Item,10-05-2025
R01245,O020372,Size/Fit Issue,01-11-2025
R01246,O020381,Wrong Item,14-04-2026
R01247,O020408,Wrong Item,29-01-2026
R01248,O020412,Size/Fit Issue,21-10-2025
R01249,O020417,Damaged,21-03-2025
R01250,O020435,Size/Fit Issue,22-03-2025
R01251,O020440,Damaged,26-01-2026
R01252,O020445,Size/Fit Issue,29-01-2026
R01253,O020464,Wrong Item,25-07-2025
R01254,O020505,Size/Fit Issue,18-03-2025
R01255,O020523,Size/Fit Issue,28-06-2025
R01256,O020543,Wrong Item,26-06-2025
R01257,O020569,Size/Fit Issue,05-05-2026
R01258,O020607,Damaged,11-12-2025
R01259,O020610,Wrong Item,19-05-2025
R01260,O020636,Wrong Item,26-04-2026
R01261,O020643,Wrong Item,07-01-2026
R01262,O020647,Changed Mind,07-06-2026
R01263,O020664,Size/Fit Issue,19-10-2025
R01264,O020682,Changed Mind,29-03-2025
R01265,O020700,Quality Issue,25-07-2026
R01266,O020704,Damaged,21-11-2025
R01267,O020706,Damaged,24-06-2025
R01268,O020730,Changed Mind,02-05-2025
R01269,O020731,Damaged,07-05-2025
R01270,O020755,Quality Issue,04-06-2025
R01271,O020763,Wrong Item,29-04-2026
R01272,O020801,Size/Fit Issue,05-02-2026
R01273,O020825,Quality Issue,02-07-2025
R01274,O020850,Quality Issue,10-06-2025
R01275,O020899,Changed Mind,06-05-2026
R01276,O020925,Changed Mind,16-08-2025
R01277,O020942,Changed Mind,11-01-2025
R01278,O020961,Damaged,16-06-2025
R01279,O020974,Damaged,11-02-2026
R01280,O021048,Changed Mind,18-11-2025
R01281,O021064,Size/Fit Issue,18-02-2026
R01282,O021070,Size/Fit Issue,01-02-2025
R01283,O021091,Damaged,10-11-2025
R01284,O021117,Late Delivery,10-08-2025
R01285,O021119,Damaged,08-08-2026
R01286,O021130,Quality Issue,11-07-2026
R01287,O021234,Damaged,08-09-2025
R01288,O021237,Size/Fit Issue,03-08-2026
R01289,O021270,Wrong Item,17-08-2025
R01290,O021285,Quality Issue,31-07-2025
R01291,O021312,Quality Issue,11-07-2026
R01292,O021326,Damaged,29-01-2025
R01293,O021329,Changed Mind,16-10-2025
R01294,O021343,Size/Fit Issue,18-02-2025
R01295,O021379,Wrong Item,11-05-2026
R01296,O021459,Wrong Item,18-10-2025
R01297,O021487,Changed Mind,14-04-2026
R01298,O021489,Late Delivery,29-06-2025
R01299,O021505,Damaged,15-02-2025
R01300,O021525,Damaged,23-04-2026
R01301,O021531,Damaged,11-05-2026
R01302,O021563,Changed Mind,24-07-2025
R01303,O021593,Wrong Item,03-06-2026
R01304,O021607,Late Delivery,13-07-2025
R01305,O021676,Wrong Item,31-08-2026
R01306,O021748,Size/Fit Issue,05-09-2025
R01307,O021753,Wrong Item,02-08-2026
R01308,O021766,Quality Issue,04-08-2026
R01309,O021783,Wrong Item,06-03-2026
R01310,O021800,Size/Fit Issue,29-09-2025
R01311,O021802,Wrong Item,27-06-2026
R01312,O021828,Size/Fit Issue,12-05-2025
R01313,O021857,Damaged,25-09-2025
R01314,O021863,Late Delivery,10-03-2026
R01315,O021884,Wrong Item,06-06-2026
R01316,O021904,Wrong Item,27-05-2026
R01317,O021920,Wrong Item,22-10-2025
R01318,O021926,Damaged,22-07-2025
R01319,O021976,Wrong Item,26-03-2026
R01320,O022016,Wrong Item,25-07-2026
R01321,O022050,Damaged,23-05-2025
R01322,O022096,Wrong Item,01-09-2025
R01323,O022121,Damaged,22-01-2025
R01324,O022138,Damaged,25-08-2026
R01325,O022157,Changed Mind,16-11-2025
R01326,O022160,Late Delivery,21-02-2026
R01327,O022199,Changed Mind,06-04-2025
R01328,O022209,Wrong Item,27-08-2026
R01329,O022221,Late Delivery,22-08-2025
R01330,O022255,Damaged,04-08-2025
R01331,O022257,Quality Issue,20-02-2025
R01332,O022263,Size/Fit Issue,31-03-2026
R01333,O022265,Wrong Item,27-07-2025
R01334,O022292,Damaged,05-06-2026
R01335,O022296,Late Delivery,28-02-2025
R01336,O022330,Late Delivery,26-06-2026
R01337,O022333,Wrong Item,06-03-2026
R01338,O022335,Size/Fit Issue,02-09-2025
R01339,O022346,Wrong Item,05-07-2026
R01340,O022371,Size/Fit Issue,10-07-2025
R01341,O022373,Size/Fit Issue,09-09-2025
R01342,O022386,Damaged,14-06-2025
R01343,O022394,Changed Mind,12-09-2025
R01344,O022415,Changed Mind,28-12-2025
R01345,O022421,Size/Fit Issue,07-04-2025
R01346,O022435,Damaged,08-08-2025
R01347,O022442,Size/Fit Issue,22-04-2025
R01348,O022448,Damaged,28-04-2025
R01349,O022467,Changed Mind,11-06-2026
R01350,O022494,Damaged,04-03-2026
R01351,O022513,Changed Mind,15-09-2025
R01352,O022517,Damaged,09-06-2025
R01353,O022532,Quality Issue,12-07-2026
R01354,O022535,Damaged,07-05-2026
R01355,O022542,Wrong Item,15-05-2026
R01356,O022546,Changed Mind,12-05-2026
R01357,O022549,Size/Fit Issue,15-11-2025
R01358,O022552,Size/Fit Issue,22-09-2025
R01359,O022558,Changed Mind,06-10-2025
R01360,O022559,Quality Issue,18-10-2025
R01361,O022572,Size/Fit Issue,04-09-2025
R01362,O022633,Wrong Item,13-02-2026
R01363,O022652,Quality Issue,08-03-2025
R01364,O022655,Damaged,15-03-2026
R01365,O022686,Changed Mind,03-08-2025
R01366,O022689,Size/Fit Issue,13-05-2026
R01367,O022712,Damaged,23-02-2026
R01368,O022717,Damaged,12-06-2026
R01369,O022760,Size/Fit Issue,20-03-2026
R01370,O022780,Size/Fit Issue,12-03-2025
R01371,O022782,Changed Mind,05-04-2025
R01372,O022814,Size/Fit Issue,16-11-2025
R01373,O022823,Damaged,17-06-2026
R01374,O022829,Late Delivery,29-01-2026
R01375,O022843,Quality Issue,31-10-2025
R01376,O022851,Damaged,10-07-2026
R01377,O022872,Late Delivery,23-08-2026
R01378,O022950,Changed Mind,12-06-2025
R01379,O022961,Damaged,09-10-2025
R01380,O022986,Quality Issue,01-03-2025
R01381,O023029,Changed Mind,11-09-2025
R01382,O023042,Quality Issue,26-06-2025
R01383,O023056,Quality Issue,10-06-2026
R01384,O023066,Changed Mind,02-01-2026
R01385,O023077,Damaged,08-05-2026
R01386,O023109,Quality Issue,21-03-2025
R01387,O023126,Wrong Item,24-03-2026
R01388,O023135,Damaged,11-01-2025
R01389,O023140,Quality Issue,15-10-2025
R01390,O023151,Quality Issue,12-04-2026
R01391,O023170,Wrong Item,05-03-2026
R01392,O023233,Late Delivery,06-11-2025
R01393,O023297,Late Delivery,25-03-2025
R01394,O023314,Wrong Item,17-12-2025
R01395,O023377,Size/Fit Issue,05-01-2026
R01396,O023387,Damaged,21-12-2025
R01397,O023389,Quality Issue,24-08-2026
R01398,O023391,Changed Mind,29-09-2025
R01399,O023395,Quality Issue,30-04-2026
R01400,O023425,Size/Fit Issue,18-03-2026
R01401,O023433,Changed Mind,02-10-2025
R01402,O023448,Quality Issue,25-07-2026
R01403,O023460,Size/Fit Issue,13-02-2025
R01404,O023473,Late Delivery,22-04-2026
R01405,O023495,Late Delivery,23-03-2026
R01406,O023504,Changed Mind,20-10-2025
R01407,O023523,Damaged,18-08-2026
R01408,O023525,Wrong Item,26-08-2025
R01409,O023526,Size/Fit Issue,23-12-2025
R01410,O023545,Wrong Item,04-05-2025
R01411,O023546,Wrong Item,31-05-2026
R01412,O023547,Late Delivery,26-04-2026
R01413,O023564,Damaged,03-03-2025
R01414,O023609,Size/Fit Issue,18-05-2026
R01415,O023640,Quality Issue,13-02-2025
R01416,O023643,Damaged,29-08-2025
R01417,O023646,Wrong Item,04-05-2026
R01418,O023647,Damaged,30-07-2025
R01419,O023649,Damaged,28-08-2025
R01420,O023659,Wrong Item,28-12-2025
R01421,O023661,Size/Fit Issue,18-04-2026
R01422,O023703,Size/Fit Issue,09-02-2026
R01423,O023709,Size/Fit Issue,26-07-2026
R01424,O023712,Changed Mind,15-09-2025
R01425,O023716,Size/Fit Issue,15-10-2025
R01426,O023740,Size/Fit Issue,11-07-2026
R01427,O023742,Damaged,25-04-2026
R01428,O023751,Size/Fit Issue,28-10-2025
R01429,O023774,Size/Fit Issue,29-05-2025
R01430,O023795,Damaged,21-01-2025
R01431,O023808,Size/Fit Issue,04-01-2026
R01432,O023824,Size/Fit Issue,16-02-2025
R01433,O023840,Changed Mind,25-07-2026
R01434,O023891,Damaged,12-04-2026
R01435,O023913,Quality Issue,26-08-2025
R01436,O023940,Damaged,02-03-2026
R01437,O023948,Quality Issue,06-12-2025
R01438,O023957,Changed Mind,18-07-2026
R01439,O023964,Changed Mind,28-03-2025
R01440,O023993,Late Delivery,24-03-2025
R01441,O024004,Wrong Item,22-07-2025
R01442,O024007,Damaged,02-08-2026
R01443,O024030,Quality Issue,10-04-2025
R01444,O024038,Late Delivery,03-12-2025
R01445,O024066,Damaged,22-02-2025
R01446,O024080,Size/Fit Issue,31-07-2026
R01447,O024135,Damaged,19-02-2026
R01448,O024137,Size/Fit Issue,01-07-2025
R01449,O024180,Damaged,11-09-2026
R01450,O024198,Quality Issue,27-11-2025
R01451,O024210,Damaged,28-07-2025
R01452,O024211,Late Delivery,25-07-2026
R01453,O024222,Wrong Item,10-05-2025
R01454,O024243,Wrong Item,27-08-2025
R01455,O024249,Damaged,20-01-2026
R01456,O024273,Wrong Item,14-10-2025
R01457,O024297,Size/Fit Issue,01-03-2025
R01458,O024300,Damaged,30-07-2026
R01459,O024311,Late Delivery,06-07-2025
R01460,O024329,Changed Mind,27-01-2025
R01461,O024347,Changed Mind,29-07-2026
R01462,O024357,Changed Mind,02-08-2026
R01463,O024399,Size/Fit Issue,14-10-2025
R01464,O024408,Late Delivery,17-09-2025
R01465,O024410,Late Delivery,04-02-2026
R01466,O024411,Damaged,18-06-2025
R01467,O024470,Size/Fit Issue,15-03-2026
R01468,O024510,Damaged,29-11-2025
R01469,O024515,Damaged,01-04-2025
R01470,O024575,Size/Fit Issue,11-09-2026
R01471,O024635,Wrong Item,26-04-2026
R01472,O024651,Damaged,24-04-2026
R01473,O024661,Damaged,08-09-2025
R01474,O024678,Damaged,10-09-2025
R01475,O024693,Damaged,07-08-2025
R01476,O024735,Size/Fit Issue,31-01-2026
R01477,O024741,Damaged,19-04-2026
R01478,O024743,Damaged,27-08-2025
R01479,O024751,Changed Mind,04-08-2025
R01480,O024769,Wrong Item,14-03-2026
R01481,O024775,Late Delivery,06-06-2025
R01482,O024786,Size/Fit Issue,30-01-2025
R01483,O024787,Size/Fit Issue,10-02-2025
R01484,O024794,Changed Mind,08-09-2025
R01485,O024798,Late Delivery,07-01-2026
R01486,O024800,Damaged,28-12-2025
R01487,O024801,Late Delivery,12-02-2026
R01488,O024837,Late Delivery,14-03-2026
R01489,O024854,Damaged,07-01-2026
R01490,O024867,Wrong Item,22-11-2025
R01491,O024889,Quality Issue,19-08-2025
R01492,O024917,Changed Mind,13-07-2025
R01493,O024936,Damaged,09-01-2026
R01494,O024938,Quality Issue,10-01-2026
R01495,O024977,Size/Fit Issue,30-07-2025
R01496,O024980,Damaged,11-07-2025
R01497,O024999,Damaged,24-08-2026
R01498,O025075,Damaged,03-05-2025
R01499,O025085,Changed Mind,26-01-2025
R01500,O025092,Damaged,30-03-2026
R01501,O025098,Size/Fit Issue,26-05-2025
R01502,O025115,Late Delivery,18-08-2026
R01503,O025131,Late Delivery,19-07-2026
R01504,O025153,Size/Fit Issue,14-05-2025
R01505,O025157,Changed Mind,26-03-2026
R01506,O025169,Late Delivery,30-06-2026
R01507,O025173,Quality Issue,01-03-2026
R01508,O025177,Wrong Item,10-04-2025
R01509,O025178,Damaged,12-03-2026
R01510,O025196,Quality Issue,25-07-2025
R01511,O025208,Wrong Item,14-03-2026
R01512,O025254,Size/Fit Issue,20-07-2025
R01513,O025255,Changed Mind,06-07-2026
R01514,O025262,Quality Issue,16-12-2025
R01515,O025348,Damaged,30-03-2026
R01516,O025365,Changed Mind,26-01-2026
R01517,O025366,Damaged,24-10-2025
R01518,O025394,Changed Mind,28-01-2025
R01519,O025395,Size/Fit Issue,21-05-2025
R01520,O025398,Quality Issue,30-12-2025
R01521,O025425,Quality Issue,17-09-2025
R01522,O025448,Size/Fit Issue,25-08-2025
R01523,O025463,Damaged,06-04-2025
R01524,O025469,Late Delivery,20-04-2026
R01525,O025472,Wrong Item,14-06-2026
R01526,O025481,Late Delivery,25-02-2025
R01527,O025485,Size/Fit Issue,20-02-2026
R01528,O025517,Size/Fit Issue,19-06-2026
R01529,O025529,Late Delivery,11-05-2026
R01530,O025552,Size/Fit Issue,29-05-2026
R01531,O025617,Changed Mind,01-02-2025
R01532,O025653,Late Delivery,15-08-2026
R01533,O025655,Size/Fit Issue,02-04-2025
R01534,O025661,Quality Issue,02-07-2026
R01535,O025691,Late Delivery,02-03-2026
R01536,O025699,Quality Issue,05-10-2025
R01537,O025700,Damaged,23-05-2025
R01538,O025735,Size/Fit Issue,13-09-2025
R01539,O025753,Quality Issue,04-02-2025
R01540,O025812,Late Delivery,12-11-2025
R01541,O025850,Quality Issue,17-05-2025
R01542,O025886,Damaged,07-01-2026
R01543,O025908,Quality Issue,16-08-2025
R01544,O025922,Size/Fit Issue,31-08-2025
R01545,O025954,Late Delivery,02-05-2025
R01546,O025955,Quality Issue,24-04-2026
R01547,O025966,Quality Issue,12-02-2025
R01548,O026001,Size/Fit Issue,15-06-2026
R01549,O026010,Wrong Item,21-04-2026
R01550,O026016,Size/Fit Issue,22-10-2025
R01551,O026024,Changed Mind,06-09-2025
R01552,O026031,Damaged,01-05-2026
R01553,O026056,Changed Mind,04-05-2026
R01554,O026080,Changed Mind,29-04-2026
R01555,O026081,Late Delivery,16-01-2026
R01556,O026120,Damaged,07-06-2025
R01557,O026124,Late Delivery,25-06-2026
R01558,O026131,Damaged,04-04-2025
R01559,O026138,Changed Mind,13-04-2025
R01560,O026139,Quality Issue,29-08-2026
R01561,O026145,Changed Mind,19-05-2025
R01562,O026167,Size/Fit Issue,07-02-2025
R01563,O026189,Size/Fit Issue,18-06-2025
R01564,O026206,Damaged,19-03-2026
R01565,O026298,Size/Fit Issue,20-05-2025
R01566,O026317,Changed Mind,25-03-2026
R01567,O026330,Size/Fit Issue,24-12-2025
R01568,O026349,Late Delivery,13-12-2025
R01569,O026350,Quality Issue,05-03-2026
R01570,O026358,Wrong Item,17-06-2025
R01571,O026416,Quality Issue,26-06-2026
R01572,O026422,Size/Fit Issue,18-01-2025
R01573,O026435,Size/Fit Issue,21-08-2025
R01574,O026441,Size/Fit Issue,12-03-2025
R01575,O026443,Size/Fit Issue,07-03-2025
R01576,O026481,Late Delivery,13-04-2026
R01577,O026489,Size/Fit Issue,21-03-2025
R01578,O026520,Damaged,09-09-2026
R01579,O026531,Quality Issue,19-08-2025
R01580,O026568,Size/Fit Issue,23-02-2025
R01581,O026584,Quality Issue,06-11-2025
R01582,O026586,Changed Mind,19-04-2025
R01583,O026587,Quality Issue,04-06-2025
R01584,O026613,Size/Fit Issue,07-11-2025
R01585,O026648,Quality Issue,06-04-2026
R01586,O026650,Quality Issue,24-09-2025
R01587,O026669,Size/Fit Issue,12-07-2025
R01588,O026682,Size/Fit Issue,16-10-2025
R01589,O026695,Size/Fit Issue,07-02-2026
R01590,O026697,Late Delivery,12-09-2025
R01591,O026705,Quality Issue,30-11-2025
R01592,O026722,Quality Issue,20-08-2025
R01593,O026751,Damaged,24-05-2026
R01594,O026785,Wrong Item,13-06-2026
R01595,O026804,Size/Fit Issue,26-07-2026
R01596,O026869,Size/Fit Issue,10-07-2025
R01597,O026904,Wrong Item,26-10-2025
R01598,O026927,Damaged,15-02-2026
R01599,O026929,Damaged,19-02-2026
R01600,O026931,Size/Fit Issue,28-06-2025
R01601,O026932,Quality Issue,22-11-2025
R01602,O026933,Changed Mind,15-09-2025
R01603,O026948,Damaged,06-10-2025
R01604,O026977,Size/Fit Issue,01-05-2026
R01605,O026986,Size/Fit Issue,06-07-2025
R01606,O026998,Quality Issue,28-01-2025
R01607,O027001,Damaged,29-05-2026
R01608,O027002,Quality Issue,18-06-2026
R01609,O027021,Changed Mind,17-02-2025
R01610,O027041,Size/Fit Issue,31-01-2025
R01611,O027042,Size/Fit Issue,30-10-2025
R01612,O027068,Wrong Item,29-05-2026
R01613,O027076,Wrong Item,17-10-2025
R01614,O027088,Quality Issue,15-01-2026
R01615,O027096,Changed Mind,22-01-2025
R01616,O027101,Changed Mind,28-02-2025
R01617,O027110,Changed Mind,02-08-2025
R01618,O027130,Quality Issue,20-08-2026
R01619,O027136,Size/Fit Issue,07-09-2025
R01620,O027146,Quality Issue,15-09-2025
R01621,O027161,Size/Fit Issue,13-08-2026
R01622,O027215,Size/Fit Issue,18-05-2025
R01623,O027221,Quality Issue,08-01-2026
R01624,O027248,Size/Fit Issue,12-03-2025
R01625,O027250,Changed Mind,28-01-2026
R01626,O027257,Quality Issue,10-01-2025
R01627,O027262,Damaged,06-04-2026
R01628,O027270,Quality Issue,01-01-2026
R01629,O027285,Size/Fit Issue,04-04-2026
R01630,O027291,Damaged,22-09-2025
R01631,O027371,Late Delivery,10-06-2025
R01632,O027384,Size/Fit Issue,17-04-2025
R01633,O027394,Size/Fit Issue,16-08-2026
R01634,O027396,Quality Issue,26-07-2026
R01635,O027399,Late Delivery,09-02-2025
R01636,O027418,Wrong Item,24-03-2026
R01637,O027432,Size/Fit Issue,13-08-2025
R01638,O027459,Late Delivery,22-07-2026
R01639,O027464,Size/Fit Issue,21-05-2025
R01640,O027497,Wrong Item,18-03-2025
R01641,O027520,Late Delivery,31-01-2026
R01642,O027531,Late Delivery,10-06-2025
R01643,O027579,Quality Issue,17-08-2025
R01644,O027598,Wrong Item,08-12-2025
R01645,O027614,Size/Fit Issue,15-11-2025
R01646,O027623,Size/Fit Issue,25-04-2025
R01647,O027626,Size/Fit Issue,24-11-2025
R01648,O027647,Wrong Item,03-10-2025
R01649,O027674,Changed Mind,14-04-2026
R01650,O027676,Quality Issue,10-03-2026
R01651,O027694,Wrong Item,22-10-2025
R01652,O027726,Size/Fit Issue,08-11-2025
R01653,O027728,Damaged,21-03-2025
R01654,O027772,Damaged,17-03-2026
R01655,O027778,Changed Mind,07-06-2025
R01656,O027784,Wrong Item,02-04-2025
R01657,O027795,Wrong Item,26-05-2026
R01658,O027812,Damaged,25-06-2026
R01659,O027814,Size/Fit Issue,20-12-2025
R01660,O027836,Changed Mind,03-06-2026
R01661,O027854,Changed Mind,09-09-2026
R01662,O027859,Quality Issue,27-09-2025
R01663,O027871,Damaged,29-04-2026
R01664,O027881,Quality Issue,21-02-2025
R01665,O027905,Late Delivery,01-05-2025
R01666,O027936,Wrong Item,07-08-2025
R01667,O027939,Damaged,14-07-2025
R01668,O027952,Damaged,25-08-2025
R01669,O027957,Wrong Item,18-02-2026
R01670,O027974,Size/Fit Issue,24-09-2025
R01671,O027997,Quality Issue,03-09-2026
R01672,O028002,Late Delivery,26-02-2025
R01673,O028022,Size/Fit Issue,14-03-2026
R01674,O028037,Wrong Item,01-10-2025
R01675,O028059,Quality Issue,27-02-2026
R01676,O028071,Size/Fit Issue,26-06-2025
R01677,O028081,Size/Fit Issue,12-04-2025
R01678,O028126,Damaged,14-01-2026
R01679,O028141,Quality Issue,19-02-2026
R01680,O028159,Wrong Item,05-06-2025
R01681,O028190,Wrong Item,17-03-2025
R01682,O028263,Quality Issue,06-04-2026
R01683,O028264,Size/Fit Issue,13-10-2025
R01684,O028269,Wrong Item,22-05-2026
R01685,O028293,Size/Fit Issue,28-12-2025
R01686,O028316,Late Delivery,08-02-2026
R01687,O028322,Size/Fit Issue,27-08-2025
R01688,O028333,Quality Issue,26-03-2025
R01689,O028336,Quality Issue,07-09-2025
R01690,O028342,Damaged,10-07-2026
R01691,O028372,Size/Fit Issue,22-01-2026
R01692,O028380,Size/Fit Issue,12-05-2026
R01693,O028427,Changed Mind,21-01-2026
R01694,O028463,Size/Fit Issue,21-07-2025
R01695,O028486,Wrong Item,26-11-2025
R01696,O028537,Damaged,18-12-2025
R01697,O028551,Late Delivery,24-05-2025
R01698,O028555,Late Delivery,21-02-2026
R01699,O028569,Size/Fit Issue,03-05-2025
R01700,O028575,Late Delivery,01-02-2026
R01701,O028620,Changed Mind,15-03-2026
R01702,O028656,Size/Fit Issue,13-02-2025
R01703,O028659,Damaged,27-04-2025
R01704,O028683,Size/Fit Issue,01-04-2026
R01705,O028740,Changed Mind,06-05-2026
R01706,O028800,Size/Fit Issue,27-06-2025
R01707,O028819,Damaged,24-05-2025
R01708,O028822,Late Delivery,26-09-2025
R01709,O028836,Wrong Item,13-02-2025
R01710,O028868,Wrong Item,15-01-2026
R01711,O028873,Quality Issue,03-04-2026
R01712,O028884,Size/Fit Issue,29-09-2025
R01713,O028903,Size/Fit Issue,05-07-2026
R01714,O028927,Wrong Item,20-01-2026
R01715,O028931,Wrong Item,26-08-2026
R01716,O028938,Changed Mind,13-08-2025
R01717,O028976,Damaged,22-05-2025
R01718,O029002,Wrong Item,13-04-2026
R01719,O029019,Changed Mind,31-08-2026
R01720,O029024,Late Delivery,07-03-2025
R01721,O029037,Size/Fit Issue,14-04-2026
R01722,O029039,Size/Fit Issue,10-02-2025
R01723,O029050,Changed Mind,17-03-2026
R01724,O029056,Size/Fit Issue,03-07-2025
R01725,O029064,Late Delivery,18-01-2025
R01726,O029075,Late Delivery,30-08-2025
R01727,O029080,Changed Mind,22-03-2025
R01728,O029093,Quality Issue,03-04-2025
R01729,O029125,Damaged,01-02-2026
R01730,O029129,Quality Issue,10-06-2026
R01731,O029152,Wrong Item,12-03-2026
R01732,O029173,Changed Mind,10-11-2025
R01733,O029175,Quality Issue,04-02-2026
R01734,O029197,Size/Fit Issue,18-02-2026
R01735,O029210,Size/Fit Issue,17-01-2025
R01736,O029224,Size/Fit Issue,26-09-2025
R01737,O029229,Size/Fit Issue,17-06-2026
R01738,O029272,Size/Fit Issue,28-05-2025
R01739,O029286,Quality Issue,27-02-2026
R01740,O029304,Damaged,06-04-2025
R01741,O029323,Size/Fit Issue,24-06-2026
R01742,O029328,Size/Fit Issue,04-05-2026
R01743,O029339,Quality Issue,18-02-2025
R01744,O029362,Size/Fit Issue,10-04-2026
R01745,O029388,Late Delivery,13-05-2025
R01746,O029394,Size/Fit Issue,01-01-2026
R01747,O029428,Late Delivery,07-09-2025
R01748,O029436,Quality Issue,18-05-2026
R01749,O029457,Wrong Item,21-11-2025
R01750,O029493,Quality Issue,03-05-2026
R01751,O029495,Changed Mind,25-04-2026
R01752,O029509,Wrong Item,06-04-2026
R01753,O029516,Damaged,06-07-2025
R01754,O029538,Changed Mind,16-05-2026
R01755,O029542,Wrong Item,15-04-2026
R01756,O029546,Quality Issue,09-03-2025
R01757,O029555,Late Delivery,05-03-2025
R01758,O029580,Quality Issue,27-05-2025
R01759,O029624,Damaged,05-06-2026
R01760,O029626,Size/Fit Issue,18-04-2025
R01761,O029663,Quality Issue,14-04-2025
R01762,O029674,Damaged,05-07-2026
R01763,O029699,Late Delivery,24-11-2025
R01764,O029706,Damaged,26-10-2025
R01765,O029777,Size/Fit Issue,14-08-2025
R01766,O029800,Changed Mind,03-08-2025
R01767,O029867,Late Delivery,27-02-2025
R01768,O029868,Damaged,20-03-2026
R01769,O029869,Size/Fit Issue,09-12-2025
R01770,O029880,Size/Fit Issue,18-03-2025
R01771,O029885,Quality Issue,30-08-2026
R01772,O029886,Changed Mind,27-07-2026
R01773,O029902,Changed Mind,24-07-2025
R01774,O029911,Size/Fit Issue,30-06-2025
R01775,O029913,Damaged,12-07-2025
R01776,O029918,Wrong Item,29-11-2025
R01777,O029974,Damaged,01-04-2026
R01778,O029977,Quality Issue,03-11-2025
R01779,O029980,Wrong Item,06-04-2025
R01780,O029986,Damaged,09-04-2025
R01781,O030007,Changed Mind,07-02-2025
R01782,O030023,Changed Mind,12-05-2025
R01783,O030036,Quality Issue,16-10-2025
R01784,O030050,Quality Issue,03-03-2025
R01785,O030052,Damaged,10-05-2026
R01786,O030059,Quality Issue,03-05-2026
R01787,O030060,Changed Mind,03-05-2026
R01788,O030063,Quality Issue,26-01-2026
R01789,O030087,Wrong Item,23-11-2025
R01790,O030101,Damaged,02-06-2025
R01791,O030151,Late Delivery,04-12-2025
R01792,O030157,Damaged,24-11-2025
R01793,O030177,Quality Issue,14-09-2025
R01794,O030196,Late Delivery,22-05-2026
R01795,O030237,Quality Issue,27-11-2025
R01796,O030250,Size/Fit Issue,28-03-2025
R01797,O030267,Late Delivery,21-05-2025
R01798,O030273,Quality Issue,19-11-2025
R01799,O030288,Size/Fit Issue,29-08-2026
R01800,O030302,Late Delivery,28-03-2025
R01801,O030316,Changed Mind,19-02-2025
R01802,O030318,Wrong Item,27-01-2025
R01803,O030322,Quality Issue,27-03-2026
R01804,O030324,Size/Fit Issue,02-04-2025
R01805,O030342,Wrong Item,11-08-2026
R01806,O030358,Size/Fit Issue,30-07-2025
R01807,O030362,Quality Issue,20-08-2025
R01808,O030363,Changed Mind,18-02-2026
R01809,O030393,Late Delivery,23-01-2026
R01810,O030402,Damaged,19-05-2025
R01811,O030403,Size/Fit Issue,23-05-2026
R01812,O030418,Late Delivery,24-12-2025
R01813,O030442,Quality Issue,08-06-2026
R01814,O030444,Damaged,28-02-2025
R01815,O030455,Quality Issue,11-08-2026
R01816,O030458,Size/Fit Issue,04-09-2026
R01817,O030467,Size/Fit Issue,25-09-2025
R01818,O030470,Late Delivery,02-05-2025
R01819,O030480,Late Delivery,16-03-2026
R01820,O030541,Size/Fit Issue,08-08-2026
R01821,O030551,Late Delivery,27-02-2025
R01822,O030553,Size/Fit Issue,21-05-2026
R01823,O030570,Damaged,15-02-2025
R01824,O030575,Quality Issue,26-06-2026
R01825,O030599,Damaged,24-12-2025
R01826,O030600,Damaged,24-06-2026
R01827,O030604,Damaged,20-05-2025
R01828,O030605,Changed Mind,18-01-2026
R01829,O030608,Size/Fit Issue,16-06-2025
R01830,O030615,Wrong Item,11-10-2025
R01831,O030656,Damaged,22-06-2026
R01832,O030661,Quality Issue,03-03-2025
R01833,O030668,Quality Issue,25-04-2026
R01834,O030706,Late Delivery,09-08-2026
R01835,O030710,Quality Issue,19-01-2025
R01836,O030740,Wrong Item,07-12-2025
R01837,O030778,Quality Issue,17-08-2025
R01838,O030783,Size/Fit Issue,01-08-2025
R01839,O030824,Size/Fit Issue,15-02-2025
R01840,O030833,Damaged,30-01-2026
R01841,O030844,Size/Fit Issue,08-02-2025
R01842,O030861,Changed Mind,06-08-2026
R01843,O030893,Size/Fit Issue,02-08-2026
R01844,O030904,Size/Fit Issue,10-12-2025
R01845,O030912,Damaged,12-05-2026
R01846,O030932,Late Delivery,26-11-2025
R01847,O030940,Size/Fit Issue,11-09-2025
R01848,O030952,Wrong Item,01-02-2026
R01849,O030960,Size/Fit Issue,28-10-2025
R01850,O030961,Changed Mind,25-10-2025
R01851,O030971,Damaged,22-08-2026
R01852,O031003,Quality Issue,22-03-2025
R01853,O031020,Size/Fit Issue,18-11-2025
R01854,O031050,Late Delivery,18-04-2025
R01855,O031117,Wrong Item,15-05-2025
R01856,O031140,Late Delivery,26-10-2025
