order_id,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,,,
O031562,29-05-2025,29-05-2025,7,Not Shipped,,,
O031563,25-06-2025,25-06-2025,8,On Time,,,
O031564,05-11-2025,05-11-2025,2,On Time,,,
O031565,10-03-2026,10-03-2026,3,On Time,,,
O031566,16-08-2025,16-08-2025,1,On Time,,,
O031567,28-01-2026,28-01-2026,5,On Time,,,
O031568,01-05-2025,01-05-2025,7,Not Shipped,,,
O031569,17-05-2026,17-05-2026,1,On Time,,,
O031570,28-11-2025,30-11-2025,10,Late,,,
O031571,31-05-2025,31-05-2025,7,On Time,,,
O031572,03-07-2025,03-07-2025,7,On Time,,,
O031573,07-03-2025,07-03-2025,4,On Time,,,
O031574,25-12-2025,25-12-2025,4,On Time,,,
O031575,13-04-2026,13-04-2026,4,On Time,,,
O031576,26-02-2025,26-02-2025,7,On Time,,,
O031577,04-03-2026,07-03-2026,4,Late,,,
O031578,04-06-2026,04-06-2026,6,On Time,,,
O031579,07-02-2026,07-02-2026,8,On Time,,,
O031580,10-01-2025,10-01-2025,2,On Time,,,
O031581,27-08-2026,27-08-2026,5,On Time,,,
O031582,18-05-2026,18-05-2026,2,On Time,,,
O031583,26-11-2025,26-11-2025,8,On Time,,,
O031584,28-05-2026,28-05-2026,4,On Time,,,
O031585,20-04-2026,20-04-2026,8,On Time,,,
O031586,20-02-2026,20-02-2026,1,On Time,,,
O031587,06-07-2025,06-07-2025,7,On Time,,,
O031588,18-03-2026,18-03-2026,7,On Time,,,
O031589,24-03-2025,24-03-2025,7,On Time,,,
O031590,02-06-2025,02-06-2025,2,On Time,,,
O031591,01-03-2025,01-03-2025,6,On Time,,,
O031592,27-10-2025,27-10-2025,2,On Time,,,
O031593,14-09-2025,19-09-2025,11,Late,,,
O031594,13-01-2026,13-01-2026,4,On Time,,,
O031595,08-11-2025,08-11-2025,7,On Time,,,
O031596,11-09-2025,11-09-2025,3,On Time,,,
O031597,07-05-2026,07-05-2026,7,On Time,,,
O031598,06-02-2026,06-02-2026,2,On Time,,,
O031599,08-08-2025,08-08-2025,8,On Time,,,
O031600,04-06-2025,04-06-2025,6,On Time,,,
O031601,26-10-2025,26-10-2025,5,On Time,,,
O031602,30-06-2026,30-06-2026,2,On Time,,,
O031603,14-04-2026,14-04-2026,5,On Time,,,
O031604,18-03-2026,18-03-2026,5,On Time,,,
O031605,06-02-2025,06-02-2025,7,On Time,,,
O031606,17-01-2026,17-01-2026,3,On Time,,,
O031607,02-12-2025,02-12-2025,6,On Time,,,
O031608,02-09-2025,02-09-2025,2,On Time,,,
O031609,22-06-2026,22-06-2026,5,On Time,,,
O031610,02-02-2026,02-02-2026,5,On Time,,,
O031611,20-05-2025,23-05-2025,6,Late,,,
O031612,08-01-2025,08-01-2025,2,On Time,,,
O031613,11-03-2026,11-03-2026,5,On Time,,,
O031614,09-11-2025,09-11-2025,5,On Time,,,
O031615,03-10-2025,03-10-2025,4,On Time,,,
O031616,26-02-2025,26-02-2025,6,On Time,,,
O031617,09-02-2025,09-02-2025,8,On Time,,,
O031618,18-08-2025,19-08-2025,6,Late,,,
O031619,08-07-2026,08-07-2026,1,On Time,,,
O031620,25-12-2025,25-12-2025,8,On Time,,,
O031621,26-02-2025,26-02-2025,4,On Time,,,
O031622,10-06-2025,10-06-2025,6,On Time,,,
O031623,25-04-2026,25-04-2026,5,Not Shipped,,,
O031624,05-11-2025,05-11-2025,3,On Time,,,
O031625,03-02-2026,03-02-2026,3,On Time,,,
O031626,21-05-2025,25-05-2025,11,Late,,,
O031627,06-02-2026,06-02-2026,5,On Time,,,
O031628,14-01-2025,16-01-2025,7,Late,,,
O031629,06-04-2025,06-04-2025,6,On Time,,,
O031630,18-02-2026,18-02-2026,2,On Time,,,
O031631,12-10-2025,12-10-2025,7,On Time,,,
O031632,03-05-2026,06-05-2026,7,Late,,,
O031633,23-05-2026,23-05-2026,3,On Time,,,
O031634,27-07-2026,01-08-2026,7,Late,,,
O031635,03-03-2026,08-03-2026,11,Late,,,
O031636,05-06-2025,05-06-2025,8,On Time,,,
O031637,10-04-2025,10-04-2025,6,On Time,,,
O031638,25-04-2025,25-04-2025,7,On Time,,,
O031639,06-01-2025,06-01-2025,5,On Time,,,
O031640,28-04-2025,28-04-2025,2,On Time,,,
O031641,26-03-2025,26-03-2025,5,On Time,,,
O031642,07-07-2026,07-07-2026,8,On Time,,,
O031643,24-08-2026,27-08-2026,10,Late,,,
O031644,03-08-2025,03-08-2025,1,On Time,,,
O031645,28-09-2025,28-09-2025,1,On Time,,,
O031646,23-07-2025,23-07-2025,1,On Time,,,
O031647,04-01-2026,04-01-2026,4,On Time,,,
O031648,16-04-2025,16-04-2025,2,On Time,,,
O031649,30-10-2025,31-10-2025,3,Late,,,
O031650,07-03-2026,09-03-2026,8,Late,,,
O031651,12-02-2025,13-02-2025,3,Late,,,
O031652,26-02-2025,26-02-2025,1,On Time,,,
O031653,28-05-2026,28-05-2026,5,On Time,,,
O031654,17-02-2026,17-02-2026,1,Not Shipped,,,
O031655,16-12-2025,17-12-2025,9,Late,,,
O031656,17-10-2025,17-10-2025,1,On Time,,,
O031657,03-04-2025,03-04-2025,8,On Time,,,
O031658,18-05-2026,18-05-2026,8,On Time,,,
O031659,24-08-2026,24-08-2026,2,On Time,,,
O031660,17-06-2025,17-06-2025,8,On Time,,,
O031661,15-08-2026,15-08-2026,4,On Time,,,
O031662,13-12-2025,13-12-2025,5,On Time,,,
O031663,27-05-2026,27-05-2026,5,On Time,,,
O031664,10-01-2026,10-01-2026,6,On Time,,,
O031665,14-08-2026,14-08-2026,5,On Time,,,
O031666,31-08-2025,31-08-2025,1,Not Shipped,,,
O031667,27-05-2026,27-05-2026,2,On Time,,,
O031668,31-08-2025,31-08-2025,5,On Time,,,
O031669,20-12-2025,20-12-2025,2,On Time,,,
O031670,15-03-2026,15-03-2026,7,On Time,,,
O031671,11-01-2025,11-01-2025,6,On Time,,,
O031672,03-11-2025,03-11-2025,3,On Time,,,
O031673,29-01-2026,29-01-2026,3,On Time,,,
O031674,22-04-2026,23-04-2026,8,Late,,,
O031675,07-08-2025,07-08-2025,1,On Time,,,
O031676,04-04-2026,04-04-2026,2,On Time,,,
O031677,08-03-2025,08-03-2025,5,On Time,,,
O031678,11-02-2026,11-02-2026,3,On Time,,,
O031679,17-09-2025,19-09-2025,10,Late,,,
O031680,27-07-2025,27-07-2025,6,On Time,,,
O031681,21-01-2026,25-01-2026,7,Late,,,
O031682,03-02-2026,04-02-2026,4,Late,,,
O031683,12-12-2025,12-12-2025,4,On Time,,,
O031684,19-05-2025,20-05-2025,5,Late,,,
O031685,30-04-2025,30-04-2025,5,On Time,,,
O031686,29-08-2025,29-08-2025,4,On Time,,,
O031687,20-03-2026,20-03-2026,1,On Time,,,
O031688,04-03-2025,04-03-2025,4,On Time,,,
O031689,11-02-2025,11-02-2025,6,On Time,,,
O031690,04-07-2025,04-07-2025,2,On Time,,,
O031691,08-03-2026,08-03-2026,1,On Time,,,
O031692,09-06-2025,09-06-2025,7,On Time,,,
O031693,03-01-2026,03-01-2026,3,On Time,,,
O031694,26-07-2025,26-07-2025,5,On Time,,,
O031695,09-09-2025,09-09-2025,6,On Time,,,
O031696,23-02-2025,23-02-2025,4,On Time,,,
O031697,07-03-2025,07-03-2025,3,On Time,,,
O031698,06-03-2025,10-03-2025,6,Late,,,
O031699,20-04-2025,20-04-2025,3,On Time,,,
O031700,24-10-2025,24-10-2025,7,On Time,,,
O031701,08-03-2025,08-03-2025,1,On Time,,,
O031702,24-09-2025,24-09-2025,5,On Time,,,
O031703,13-02-2026,13-02-2026,7,On Time,,,
O031704,16-08-2025,16-08-2025,8,On Time,,,
O031705,24-01-2026,28-01-2026,6,Late,,,
O031706,15-12-2025,19-12-2025,9,Late,,,
O031707,11-06-2025,11-06-2025,1,On Time,,,
O031708,08-06-2025,11-06-2025,9,Late,,,
O031709,19-12-2025,19-12-2025,2,On Time,,,
O031710,01-08-2025,01-08-2025,4,On Time,,,
O031711,16-07-2026,16-07-2026,6,Not Shipped,,,
O031712,07-11-2025,07-11-2025,3,On Time,,,
O031713,08-10-2025,08-10-2025,1,On Time,,,
O031714,29-08-2025,29-08-2025,7,On Time,,,
O031715,08-03-2026,08-03-2026,2,On Time,,,
O031716,11-02-2026,14-02-2026,5,Late,,,
O031717,18-11-2025,18-11-2025,4,On Time,,,
O031718,14-03-2026,14-03-2026,1,On Time,,,
O031719,12-04-2026,12-04-2026,6,On Time,,,
O031720,18-06-2025,18-06-2025,7,On Time,,,
O031721,17-07-2025,22-07-2025,9,Late,,,
O031722,05-08-2025,05-08-2025,1,On Time,,,
O031723,07-03-2025,07-03-2025,8,On Time,,,
O031724,09-01-2025,09-01-2025,5,On Time,,,
O031725,16-02-2026,18-02-2026,8,Late,,,
O031726,17-06-2025,17-06-2025,7,On Time,,,
O031727,04-02-2025,06-02-2025,7,Late,,,
O031728,10-01-2025,14-01-2025,9,Late,,,
O031729,26-01-2026,26-01-2026,3,On Time,,,
O031730,07-09-2025,07-09-2025,6,On Time,,,
O031731,05-05-2026,05-05-2026,5,On Time,,,
O031732,23-08-2025,27-08-2025,7,Late,,,
O031733,03-08-2026,03-08-2026,4,On Time,,,
O031734,19-01-2026,19-01-2026,2,On Time,,,
O031735,07-06-2025,07-06-2025,4,On Time,,,
O031736,03-04-2025,03-04-2025,5,On Time,,,
O031737,18-03-2025,18-03-2025,5,On Time,,,
O031738,25-07-2025,30-07-2025,7,Late,,,
O031739,11-02-2025,11-02-2025,3,On Time,,,
O031740,27-05-2026,27-05-2026,2,On Time,,,
O031741,28-07-2025,28-07-2025,1,On Time,,,
O031742,20-05-2025,20-05-2025,5,On Time,,,
O031743,12-12-2025,12-12-2025,5,On Time,,,
O031744,03-10-2025,03-10-2025,3,On Time,,,
O031745,26-11-2025,27-11-2025,6,Late,,,
O031746,11-06-2025,11-06-2025,1,On Time,,,
O031747,23-07-2025,23-07-2025,8,On Time,,,
O031748,08-06-2025,08-06-2025,5,On Time,,,
O031749,18-01-2025,20-01-2025,4,Late,,,
O031750,20-08-2026,20-08-2026,8,Not Shipped,,,
O031751,26-03-2026,26-03-2026,3,On Time,,,
O031752,18-08-2026,22-08-2026,9,Late,,,
O031753,17-02-2026,17-02-2026,6,On Time,,,
O031754,27-01-2025,28-01-2025,5,Late,,,
O031755,28-03-2025,28-03-2025,3,On Time,,,
O031756,21-05-2025,21-05-2025,6,On Time,,,
O031757,26-06-2026,29-06-2026,6,Late,,,
O031758,24-06-2026,27-06-2026,6,Late,,,
O031759,03-05-2025,03-05-2025,7,On Time,,,
O031760,31-12-2025,31-12-2025,7,On Time,,,
O031761,12-06-2025,12-06-2025,3,On Time,,,
O031762,27-04-2026,27-04-2026,1,On Time,,,
O031763,28-06-2025,28-06-2025,8,On Time,,,
O031764,06-10-2025,06-10-2025,4,On Time,,,
O031765,04-02-2025,04-02-2025,4,On Time,,,
O031766,09-04-2026,09-04-2026,4,On Time,,,
O031767,14-05-2026,14-05-2026,3,On Time,,,
O031768,16-05-2025,16-05-2025,5,On Time,,,
O031769,23-01-2026,23-01-2026,4,On Time,,,
O031770,14-01-2026,16-01-2026,4,Late,,,
O031771,24-06-2025,24-06-2025,3,On Time,,,
O031772,26-07-2026,26-07-2026,8,On Time,,,
O031773,24-11-2025,24-11-2025,3,On Time,,,
O031774,11-05-2026,11-05-2026,5,On Time,,,
O031775,09-12-2025,09-12-2025,4,On Time,,,
O031776,14-07-2026,14-07-2026,5,On Time,,,
O031777,23-08-2025,23-08-2025,2,On Time,,,
O031778,17-03-2025,17-03-2025,7,On Time,,,
O031779,29-04-2025,29-04-2025,7,On Time,,,
O031780,13-08-2026,13-08-2026,2,On Time,,,
O031781,26-09-2025,26-09-2025,6,On Time,,,
O031782,30-12-2025,04-01-2026,9,Not Shipped,,,
O031783,18-06-2026,18-06-2026,4,On Time,,,
O031784,23-08-2025,23-08-2025,2,On Time,,,
O031785,07-11-2025,07-11-2025,3,On Time,,,
O031786,09-04-2026,09-04-2026,3,On Time,,,
O031787,06-05-2025,06-05-2025,2,On Time,,,
O031788,06-11-2025,06-11-2025,3,On Time,,,
O031789,12-02-2025,12-02-2025,7,On Time,,,
O031790,05-09-2026,05-09-2026,8,On Time,,,
O031791,08-07-2025,08-07-2025,4,On Time,,,
O031792,10-11-2025,15-11-2025,9,Late,,,
O031793,12-05-2026,12-05-2026,4,On Time,,,
O031794,09-06-2026,09-06-2026,3,On Time,,,
O031795,23-10-2025,23-10-2025,5,Not Shipped,,,
O031796,04-08-2025,05-08-2025,9,Not Shipped,,,
O031797,10-07-2025,10-07-2025,2,On Time,,,
O031798,12-01-2026,12-01-2026,7,On Time,,,
O031799,29-07-2026,29-07-2026,4,On Time,,,
O031800,27-12-2025,27-12-2025,8,On Time,,,
O031801,17-02-2026,17-02-2026,3,On Time,,,
O031802,10-02-2026,10-02-2026,6,On Time,,,
O031803,06-04-2025,06-04-2025,1,On Time,,,
O031804,05-05-2025,05-05-2025,4,Not Shipped,,,
O031805,15-07-2026,15-07-2026,6,Not Shipped,,,
O031806,04-11-2025,04-11-2025,1,On Time,,,
O031807,31-08-2026,31-08-2026,1,On Time,,,
O031808,06-05-2025,06-05-2025,2,On Time,,,
O031809,08-05-2025,08-05-2025,2,On Time,,,
O031810,17-02-2025,17-02-2025,1,On Time,,,
O031811,18-04-2025,18-04-2025,1,On Time,,,
O031812,09-03-2026,09-03-2026,4,On Time,,,
O031813,04-07-2026,04-07-2026,6,On Time,,,
O031814,10-05-2025,10-05-2025,5,On Time,,,
O031815,22-02-2026,25-02-2026,4,Late,,,
O031816,15-03-2026,18-03-2026,5,Late,,,
O031817,24-10-2025,24-10-2025,5,On Time,,,
O031818,27-01-2025,27-01-2025,5,On Time,,,
O031819,04-08-2026,04-08-2026,5,On Time,,,
O031820,29-11-2025,29-11-2025,4,On Time,,,
O031821,30-04-2025,03-05-2025,9,Late,,,
O031822,26-11-2025,26-11-2025,4,Not Shipped,,,
O031823,26-09-2025,26-09-2025,4,On Time,,,
O031824,17-10-2025,17-10-2025,8,On Time,,,
O031825,15-05-2026,15-05-2026,7,On Time,,,
O031826,08-02-2026,10-02-2026,4,Late,,,
O031827,11-06-2025,16-06-2025,10,Late,,,
O031828,26-07-2025,29-07-2025,8,Late,,,
O031829,02-03-2025,02-03-2025,2,Not Shipped,,,
O031830,16-04-2026,16-04-2026,1,On Time,,,
O031831,21-07-2025,21-07-2025,8,On Time,,,
O031832,17-08-2026,17-08-2026,7,On Time,,,
O031833,19-05-2026,19-05-2026,4,On Time,,,
O031834,17-12-2025,17-12-2025,7,On Time,,,
O031835,14-04-2025,14-04-2025,3,On Time,,,
O031836,20-08-2026,20-08-2026,3,Not Shipped,,,
O031837,30-03-2026,30-03-2026,8,Not Shipped,,,
O031838,21-12-2025,21-12-2025,2,On Time,,,
O031839,08-01-2026,08-01-2026,2,On Time,,,
O031840,23-02-2026,24-02-2026,4,Late,,,
O031841,22-11-2025,22-11-2025,2,On Time,,,
O031842,14-07-2025,18-07-2025,5,Late,,,
O031843,05-12-2025,05-12-2025,1,On Time,,,
O031844,04-07-2026,04-07-2026,6,On Time,,,
O031845,23-07-2025,23-07-2025,2,On Time,,,
O031846,19-02-2025,19-02-2025,4,On Time,,,
O031847,03-09-2025,03-09-2025,6,On Time,,,
O031848,04-07-2025,09-07-2025,9,Late,,,
O031849,30-05-2025,30-05-2025,7,On Time,,,
O031850,28-01-2025,28-01-2025,2,On Time,,,
O031851,31-03-2025,31-03-2025,2,On Time,,,
O031852,29-07-2026,29-07-2026,2,On Time,,,
O031853,15-10-2025,15-10-2025,8,On Time,,,
O031854,13-02-2025,15-02-2025,4,Late,,,
O031855,16-08-2025,16-08-2025,2,On Time,,,
O031856,22-02-2026,22-02-2026,6,On Time,,,
O031857,26-02-2025,26-02-2025,7,On Time,,,
O031858,13-09-2025,13-09-2025,7,On Time,,,
O031859,17-07-2026,17-07-2026,4,On Time,,,
O031860,30-01-2025,30-01-2025,5,On Time,,,
O031861,12-11-2025,12-11-2025,3,On Time,,,
O031862,05-04-2026,05-04-2026,1,On Time,,,
O031863,21-06-2025,21-06-2025,2,On Time,,,
O031864,27-04-2026,27-04-2026,3,On Time,,,
O031865,04-07-2026,07-07-2026,4,Late,,,
O031866,18-06-2025,18-06-2025,6,On Time,,,
O031867,11-07-2026,11-07-2026,5,Not Shipped,,,
O031868,26-06-2025,26-06-2025,4,On Time,,,
O031869,06-08-2026,06-08-2026,1,On Time,,,
O031870,26-01-2025,26-01-2025,6,Not Shipped,,,
O031871,13-10-2025,13-10-2025,1,On Time,,,
O031872,15-01-2026,15-01-2026,6,On Time,,,
O031873,01-08-2025,01-08-2025,3,On Time,,,
O031874,08-12-2025,08-12-2025,2,On Time,,,
O031875,30-01-2026,30-01-2026,7,On Time,,,
O031876,16-02-2026,16-02-2026,7,On Time,,,
O031877,14-06-2026,14-06-2026,3,On Time,,,
O031878,02-02-2025,02-02-2025,1,On Time,,,
O031879,02-02-2026,02-02-2026,7,On Time,,,
O031880,19-01-2026,19-01-2026,2,Not Shipped,,,
O031881,06-07-2026,10-07-2026,10,Late,,,
O031882,13-06-2025,15-06-2025,9,Late,,,
O031883,28-05-2025,28-05-2025,1,On Time,,,
O031884,12-08-2025,12-08-2025,7,On Time,,,
O031885,19-01-2025,19-01-2025,6,On Time,,,
O031886,20-06-2026,20-06-2026,3,On Time,,,
O031887,12-02-2025,12-02-2025,8,On Time,,,
O031888,08-02-2026,08-02-2026,1,On Time,,,
O031889,19-10-2025,19-10-2025,3,On Time,,,
O031890,31-08-2025,31-08-2025,5,On Time,,,
O031891,08-07-2025,08-07-2025,2,On Time,,,
O031892,15-06-2026,15-06-2026,5,On Time,,,
O031893,23-02-2025,23-02-2025,4,On Time,,,
O031894,13-05-2026,13-05-2026,6,On Time,,,
O031895,29-06-2026,29-06-2026,8,On Time,,,
O031896,21-01-2025,21-01-2025,3,On Time,,,
O031897,18-11-2025,22-11-2025,8,Late,,,
O031898,19-10-2025,19-10-2025,6,On Time,,,
O031899,23-07-2025,23-07-2025,1,On Time,,,
O031900,30-01-2026,30-01-2026,3,On Time,,,
O031901,08-02-2026,08-02-2026,6,On Time,,,
O031902,04-09-2026,04-09-2026,7,On Time,,,
O031903,04-06-2025,08-06-2025,5,Late,,,
O031904,13-08-2025,13-08-2025,1,On Time,,,
O031905,23-11-2025,23-11-2025,1,On Time,,,
O031906,11-03-2026,11-03-2026,1,On Time,,,
O031907,29-04-2026,29-04-2026,7,On Time,,,
O031908,28-05-2025,28-05-2025,6,On Time,,,
O031909,02-11-2025,02-11-2025,4,On Time,,,
O031910,10-09-2025,10-09-2025,5,On Time,,,
O031911,22-02-2026,22-02-2026,3,On Time,,,
O031912,23-06-2026,23-06-2026,1,On Time,,,
O031913,22-08-2025,22-08-2025,4,On Time,,,
O031914,24-12-2025,24-12-2025,4,On Time,,,
O031915,23-05-2026,23-05-2026,2,On Time,,,
O031916,06-06-2025,07-06-2025,9,Late,,,
O031917,02-04-2025,02-04-2025,5,On Time,,,
O031918,20-03-2025,20-03-2025,4,On Time,,,
O031919,06-03-2026,06-03-2026,7,Not Shipped,,,
O031920,17-07-2026,17-07-2026,1,On Time,,,
O031921,08-03-2026,08-03-2026,7,On Time,,,
O031922,04-06-2025,04-06-2025,6,On Time,,,
O031923,06-01-2025,06-01-2025,4,On Time,,,
O031924,30-06-2026,30-06-2026,8,On Time,,,
O031925,28-07-2025,28-07-2025,8,On Time,,,
O031926,21-04-2026,21-04-2026,2,On Time,,,
O031927,15-03-2026,15-03-2026,1,On Time,,,
O031928,06-11-2025,06-11-2025,3,On Time,,,
O031929,22-01-2025,22-01-2025,1,On Time,,,
O031930,22-08-2026,22-08-2026,8,On Time,,,
O031931,07-03-2025,07-03-2025,4,On Time,,,
O031932,27-08-2025,27-08-2025,4,On Time,,,
O031933,27-10-2025,27-10-2025,4,On Time,,,
O031934,17-02-2026,17-02-2026,4,On Time,,,
O031935,11-05-2025,11-05-2025,7,Not Shipped,,,
O031936,20-06-2025,20-06-2025,7,On Time,,,
O031937,02-01-2026,04-01-2026,6,Late,,,
O031938,11-07-2025,15-07-2025,6,Late,,,
O031939,29-07-2025,30-07-2025,4,Late,,,
O031940,04-12-2025,05-12-2025,5,Late,,,
O031941,03-05-2026,03-05-2026,2,On Time,,,
O031942,19-03-2025,19-03-2025,6,On Time,,,
O031943,22-02-2026,22-02-2026,4,On Time,,,
O031944,20-11-2025,20-11-2025,6,On Time,,,
O031945,23-10-2025,23-10-2025,1,On Time,,,
O031946,24-09-2025,26-09-2025,8,Late,,,
O031947,27-10-2025,27-10-2025,3,On Time,,,
O031948,04-03-2026,04-03-2026,4,On Time,,,
O031949,06-12-2025,06-12-2025,8,On Time,,,
O031950,19-02-2025,19-02-2025,2,On Time,,,
O031951,23-04-2025,23-04-2025,3,On Time,,,
O031952,18-06-2026,18-06-2026,4,On Time,,,
O031953,30-05-2025,30-05-2025,2,On Time,,,
O031954,27-04-2026,27-04-2026,7,On Time,,,
O031955,03-12-2025,03-12-2025,1,On Time,,,
O031956,08-03-2026,08-03-2026,6,On Time,,,
O031957,05-09-2025,05-09-2025,3,On Time,,,
O031958,13-02-2025,13-02-2025,5,On Time,,,
O031959,14-03-2025,14-03-2025,7,On Time,,,
O031960,09-06-2025,10-06-2025,6,Late,,,
O031961,29-03-2025,29-03-2025,6,On Time,,,
O031962,12-04-2025,12-04-2025,4,On Time,,,
O031963,09-08-2025,09-08-2025,5,On Time,,,
O031964,05-08-2026,05-08-2026,7,On Time,,,
O031965,14-08-2025,14-08-2025,1,On Time,,,
O031966,15-10-2025,15-10-2025,1,On Time,,,
O031967,09-06-2026,09-06-2026,5,On Time,,,
O031968,03-03-2026,03-03-2026,1,On Time,,,
O031969,21-06-2026,21-06-2026,8,On Time,,,
O031970,09-10-2025,09-10-2025,2,On Time,,,
O031971,03-02-2026,07-02-2026,10,Late,,,
O031972,19-06-2026,19-06-2026,4,On Time,,,
O031973,03-04-2026,03-04-2026,2,On Time,,,
O031974,23-07-2025,23-07-2025,4,On Time,,,
O031975,02-09-2026,02-09-2026,6,On Time,,,
O031976,16-10-2025,16-10-2025,2,On Time,,,
O031977,27-03-2025,27-03-2025,6,Not Shipped,,,
O031978,18-04-2025,23-04-2025,11,Late,,,
O031979,29-04-2026,29-04-2026,1,On Time,,,
O031980,06-07-2026,06-07-2026,3,On Time,,,
O031981,26-09-2025,26-09-2025,6,On Time,,,
O031982,05-02-2025,05-02-2025,4,On Time,,,
O031983,30-04-2026,30-04-2026,1,Not Shipped,,,
O031984,05-05-2025,05-05-2025,7,On Time,,,
O031985,16-02-2025,16-02-2025,8,On Time,,,
O031986,09-01-2026,09-01-2026,6,On Time,,,
O031987,31-03-2025,01-04-2025,4,Late,,,
O031988,21-03-2026,21-03-2026,5,On Time,,,
O031989,22-02-2026,22-02-2026,5,On Time,,,
O031990,27-11-2025,27-11-2025,4,On Time,,,
O031991,28-05-2026,28-05-2026,7,On Time,,,
O031992,23-02-2025,23-02-2025,6,On Time,,,
O031993,26-01-2026,26-01-2026,3,On Time,,,
O031994,28-06-2025,29-06-2025,3,Late,,,
O031995,19-05-2025,23-05-2025,8,Late,,,
O031996,14-11-2025,14-11-2025,3,On Time,,,
O031997,03-08-2026,04-08-2026,2,Late,,,
O031998,09-08-2026,09-08-2026,2,On Time,,,
O031999,03-03-2026,03-03-2026,2,On Time,,,
O032000,19-09-2025,19-09-2025,3,On Time,,,
O032001,17-10-2025,17-10-2025,6,On Time,,,
O032002,17-04-2025,17-04-2025,6,On Time,,,
O032003,17-08-2026,17-08-2026,3,On Time,,,
O032004,19-01-2025,19-01-2025,2,On Time,,,
O032005,07-06-2025,07-06-2025,3,On Time,,,
O032006,19-10-2025,24-10-2025,7,Late,,,
O032007,23-12-2025,26-12-2025,5,Late,,,
O032008,22-10-2025,22-10-2025,7,On Time,,,
O032009,16-02-2025,21-02-2025,9,Late,,,
O032010,23-02-2026,23-02-2026,8,On Time,,,
O032011,08-08-2025,08-08-2025,5,On Time,,,
O032012,23-06-2025,23-06-2025,2,On Time,,,
O032013,18-08-2025,19-08-2025,8,Late,,,
O032014,27-03-2026,27-03-2026,5,On Time,,,
O032015,21-01-2025,21-01-2025,3,On Time,,,
O032016,22-01-2025,22-01-2025,3,On Time,,,
O032017,20-02-2026,20-02-2026,7,On Time,,,
O032018,10-07-2025,10-07-2025,7,On Time,,,
O032019,16-01-2026,16-01-2026,7,On Time,,,
O032020,05-09-2025,05-09-2025,1,On Time,,,
O032021,23-04-2026,23-04-2026,2,On Time,,,
O032022,22-10-2025,22-10-2025,1,On Time,,,
O032023,16-03-2025,16-03-2025,6,On Time,,,
O032024,21-07-2025,21-07-2025,5,On Time,,,
O032025,14-10-2025,18-10-2025,5,Late,,,
O032026,16-05-2026,16-05-2026,5,On Time,,,
O032027,06-02-2025,06-02-2025,4,Not Shipped,,,
O032028,14-03-2025,14-03-2025,1,On Time,,,
O032029,27-04-2025,27-04-2025,3,On Time,,,
O032030,29-04-2025,29-04-2025,2,On Time,,,
O032031,21-10-2025,21-10-2025,7,On Time,,,
O032032,27-03-2025,27-03-2025,6,On Time,,,
O032033,14-10-2025,16-10-2025,3,Not Shipped,,,
O032034,29-03-2025,29-03-2025,3,On Time,,,
O032035,28-06-2026,28-06-2026,1,On Time,,,
O032036,21-07-2025,21-07-2025,3,On Time,,,
O032037,28-04-2026,28-04-2026,4,On Time,,,
O032038,28-07-2026,28-07-2026,1,On Time,,,
O032039,14-04-2025,14-04-2025,8,On Time,,,
O032040,08-02-2026,08-02-2026,6,On Time,,,
O032041,04-09-2025,04-09-2025,5,On Time,,,
O032042,03-06-2026,03-06-2026,4,On Time,,,
O032043,06-10-2025,06-10-2025,3,On Time,,,
O032044,16-05-2026,21-05-2026,11,Late,,,
O032045,14-07-2026,14-07-2026,8,On Time,,,
O032046,31-05-2025,04-06-2025,5,Late,,,
O032047,17-04-2025,17-04-2025,6,On Time,,,
O032048,19-03-2026,24-03-2026,11,Late,,,
O032049,25-03-2026,25-03-2026,5,On Time,,,
O032050,21-07-2025,21-07-2025,4,On Time,,,
O032051,18-07-2025,22-07-2025,9,Late,,,
O032052,30-06-2025,30-06-2025,7,Not Shipped,,,
O032053,11-06-2025,11-06-2025,8,On Time,,,
O032054,12-08-2026,12-08-2026,7,On Time,,,
O032055,26-03-2025,26-03-2025,6,On Time,,,
O032056,23-05-2026,23-05-2026,3,On Time,,,
O032057,12-01-2026,12-01-2026,6,On Time,,,
O032058,29-05-2026,29-05-2026,5,On Time,,,
O032059,27-12-2025,29-12-2025,7,Late,,,
O032060,23-01-2026,23-01-2026,4,On Time,,,
O032061,01-02-2026,01-02-2026,1,On Time,,,
O032062,28-10-2025,28-10-2025,6,On Time,,,
O032063,02-08-2026,02-08-2026,1,On Time,,,
O032064,22-02-2025,22-02-2025,2,On Time,,,
O032065,01-03-2025,01-03-2025,6,On Time,,,
O032066,03-08-2026,03-08-2026,2,On Time,,,
O032067,19-08-2025,19-08-2025,7,On Time,,,
O032068,27-06-2025,27-06-2025,3,On Time,,,
O032069,01-09-2025,01-09-2025,8,On Time,,,
O032070,20-05-2025,25-05-2025,11,Late,,,
O032071,08-05-2026,08-05-2026,4,On Time,,,
O032072,03-08-2026,03-08-2026,4,On Time,,,
O032073,20-03-2026,20-03-2026,6,On Time,,,
O032074,19-06-2025,19-06-2025,3,On Time,,,
O032075,25-03-2025,25-03-2025,3,On Time,,,
O032076,14-07-2026,14-07-2026,5,Not Shipped,,,
O032077,06-10-2025,06-10-2025,6,On Time,,,
O032078,19-04-2026,19-04-2026,8,On Time,,,
