product_id,product_name,category,brand,cost_price,selling_price,price_check,,,,,,,,
P0326,Product 0326,Home & Kitchen,PrimeHome,13359.43,18268.83,Valid,,,,,,,,
P0327,Product 0327,Books,DailyNeeds,3611.98,5308.34,Valid,,,,,,,,
P0328,Product 0328,Books,UrbanX,11905.44,16568.51,Valid,,,,,,,,
P0329,Product 0329,Grocery,PrimeHome,2376.93,2579.46,Valid,,,,,,,,
P0330,Product 0330,Home & Kitchen,DailyNeeds,2199.82,2779.32,Valid,,,,,,,,
P0331,Product 0331,Books,PrimeHome,6483.84,9862.12,Valid,,,,,,,,
P0332,Product 0332,Sports,FitMax,4935.19,6377.17,Valid,,,,,,,,
P0333,Product 0333,Electronics,PrimeHome,14808.65,21758.95,Valid,,,,,,,,
P0334,Product 0334,Books,TechPro,12079.29,17978.95,Valid,,,,,,,,
P0335,Product 0335,Electronics,TechPro,13364.53,16522.72,Valid,,,,,,,,
P0336,Product 0336,Electronics,DailyNeeds,2126.37,3153.68,Valid,,,,,,,,
P0337,Product 0337,Electronics,TechPro,10738.02,13501.93,Valid,,,,,,,,
P0338,Product 0338,Beauty,PrimeHome,9103.84,9940.66,Valid,,,,,,,,
P0339,Product 0339,Electronics,DailyNeeds,1578.66,2220.18,Valid,,,,,,,,
P0340,Product 0340,Beauty,DailyNeeds,11925.59,17477.38,Valid,,,,,,,,
P0341,Product 0341,Books,Nova,12821.35,16568.46,Valid,,,,,,,,
P0342,Product 0342,Beauty,TechPro,13719.99,15935.8,Valid,,,,,,,,
P0343,Product 0343,Fashion,FitMax,14103.33,19310.05,Valid,,,,,,,,
P0344,Product 0344,Home & Kitchen,TechPro,1706.38,2434.97,Valid,,,,,,,,
P0345,Product 0345,Books,FitMax,13244.37,18380.06,Valid,,,,,,,,
P0346,Product 0346,Home & Kitchen,PrimeHome,14185.86,17692.92,Valid,,,,,,,,
P0347,Product 0347,Sports,UrbanX,10392.83,13023.41,Valid,,,,,,,,
P0348,Product 0348,Sports,PrimeHome,2839.38,3799.31,Valid,,,,,,,,
P0349,Product 0349,Beauty,Nova,6072.48,7110.24,Valid,,,,,,,,
P0350,Product 0350,Home & Kitchen,Nova,1442.64,2131.79,Valid,,,,,,,,
P0351,Product 0351,Electronics,TechPro,163.27,184.18,Valid,,,,,,,,
P0352,Product 0352,Books,Nova,13808.93,18071.45,Valid,,,,,,,,
P0353,Product 0353,Home & Kitchen,Nova,14587.84,21647.43,Valid,,,,,,,,
P0354,Product 0354,Beauty,Unknown,13797.46,18334.43,Valid,,,,,,,,
P0355,Product 0355,Electronics,UrbanX,3884.04,5583.88,Valid,,,,,,,,
P0356,Product 0356,Books,UrbanX,9354.55,11156.25,Valid,,,,,,,,
P0357,Product 0357,Grocery,TechPro,7545.49,9729.09,Valid,,,,,,,,
P0358,Product 0358,Grocery,UrbanX,7491.11,10600.96,Valid,,,,,,,,
P0359,Product 0359,Home & Kitchen,TechPro,6482.17,9707.15,Valid,,,,,,,,
P0360,Product 0360,Electronics,PrimeHome,14123.59,19522.07,Valid,,,,,,,,
P0361,Product 0361,Electronics,UrbanX,11884.25,14190.99,Valid,,,,,,,,
P0362,Product 0362,Home & Kitchen,DailyNeeds,12718.34,14610.29,Valid,,,,,,,,
P0363,Product 0363,Electronics,FitMax,615.7,908.48,Valid,,,,,,,,
P0364,Product 0364,Fashion,DailyNeeds,6238.06,8361.48,Valid,,,,,,,,
P0365,Product 0365,Sports,UrbanX,9009.88,10509.3,Valid,,,,,,,,
P0366,Product 0366,Electronics,TechPro,9914.95,12971.41,Valid,,,,,,,,
P0367,Product 0367,Sports,Nova,13433.71,15305.99,Valid,,,,,,,,
P0368,Product 0368,Grocery,Nova,2588.34,2923.35,Valid,,,,,,,,
P0369,Product 0369,Grocery,Nova,1441.55,2180.18,Valid,,,,,,,,
P0370,Product 0370,Grocery,DailyNeeds,13408.66,17913.63,Valid,,,,,,,,
P0371,Product 0371,Home & Kitchen,FitMax,7648.63,9155.33,Valid,,,,,,,,
P0372,Product 0372,Sports,TechPro,8134.31,12154.25,Valid,,,,,,,,
P0373,Product 0373,Electronics,FitMax,13361.01,20702.56,Valid,,,,,,,,
P0374,Product 0374,Fashion,PrimeHome,11272.17,16858.38,Valid,,,,,,,,
P0375,Product 0375,Books,Nova,10988.24,15728.21,Valid,,,,,,,,
P0376,Product 0376,Fashion,FitMax,2871.82,4400.12,Valid,,,,,,,,
P0377,Product 0377,Home & Kitchen,DailyNeeds,9359.01,10975.98,Valid,,,,,,,,
P0378,Product 0378,Home & Kitchen,TechPro,6806.06,10158.15,Valid,,,,,,,,
P0379,Product 0379,Home & Kitchen,Nova,9204.52,11492.83,Valid,,,,,,,,
P0380,Product 0380,Books,FitMax,8677.59,9503.28,Valid,,,,,,,,
P0381,Product 0381,Grocery,Nova,491.57,538.38,Valid,,,,,,,,
P0382,Product 0382,Beauty,Nova,5223.74,6102.8,Valid,,,,,,,,
P0383,Product 0383,Sports,Nova,6921.27,10010.65,Valid,,,,,,,,
P0384,Product 0384,Books,Unknown,7553.31,11340.81,Valid,,,,,,,,
P0385,Product 0385,Home & Kitchen,DailyNeeds,1582.09,1803.81,Valid,,,,,,,,
P0386,Product 0386,Beauty,Nova,13488.23,19926.56,Valid,,,,,,,,
P0387,Product 0387,Grocery,PrimeHome,5081.3,7292.03,Valid,,,,,,,,
P0388,Product 0388,Home & Kitchen,TechPro,7392.39,8165.23,Valid,,,,,,,,
P0389,Product 0389,Fashion,TechPro,9989.54,14222.64,Valid,,,,,,,,
P0390,Product 0390,Electronics,UrbanX,10814.32,11874.54,Valid,,,,,,,,
P0391,Product 0391,Electronics,Nova,5732.61,6898.7,Valid,,,,,,,,
P0392,Product 0392,Books,Nova,2023.78,2690.67,Valid,,,,,,,,
P0393,Product 0393,Fashion,FitMax,3189.03,4806.99,Valid,,,,,,,,
P0394,Product 0394,Books,TechPro,2559.27,2890.73,Valid,,,,,,,,
P0395,Product 0395,Electronics,FitMax,3737.65,4648.53,Valid,,,,,,,,
P0396,Product 0396,Books,FitMax,9094.33,12287.81,Valid,,,,,,,,
P0397,Product 0397,Home & Kitchen,UrbanX,8082.81,11541.42,Valid,,,,,,,,
P0398,Product 0398,Books,Nova,2612.59,3945.62,Valid,,,,,,,,
P0399,Product 0399,Books,TechPro,10254.6,13334.67,Valid,,,,,,,,
P0400,Product 0400,Beauty,UrbanX,1049.2,1547.8,Valid,,,,,,,,
P0401,Product 0401,Grocery,DailyNeeds,13653.14,18704.8,Valid,,,,,,,,
P0402,Product 0402,Grocery,FitMax,8536.24,10037.81,Valid,,,,,,,,
P0403,Product 0403,Sports,FitMax,8897.22,12032.66,Valid,,,,,,,,
P0404,Product 0404,Beauty,UrbanX,4359.82,5351.65,Valid,,,,,,,,
P0405,Product 0405,Grocery,PrimeHome,7723.39,10895.48,Valid,,,,,,,,
P0406,Product 0406,Grocery,DailyNeeds,6451.23,7830.08,Valid,,,,,,,,
P0407,Product 0407,Home & Kitchen,UrbanX,14266.12,17169.8,Valid,,,,,,,,
P0408,Product 0408,Home & Kitchen,TechPro,1235.7,1883.6,Valid,,,,,,,,
P0409,Product 0409,Home & Kitchen,PrimeHome,6935.16,10451.9,Valid,,,,,,,,
P0410,Product 0410,Grocery,TechPro,11893.61,15370.35,Valid,,,,,,,,
P0411,Product 0411,Fashion,TechPro,8214.2,11826.56,Valid,,,,,,,,
P0412,Product 0412,Electronics,FitMax,8521.75,13136.87,Valid,,,,,,,,
P0413,Product 0413,Beauty,PrimeHome,13677.11,15340.98,Valid,,,,,,,,
P0414,Product 0414,Grocery,UrbanX,5697.82,7776.94,Valid,,,,,,,,
P0415,Product 0415,Home & Kitchen,Nova,130.76,156.8,Valid,,,,,,,,
P0416,Product 0416,Beauty,DailyNeeds,13892.5,20227.58,Valid,,,,,,,,
P0417,Product 0417,Electronics,DailyNeeds,592.59,668.24,Valid,,,,,,,,
P0418,Product 0418,Books,PrimeHome,11981.32,17381.79,Valid,,,,,,,,
P0419,Product 0419,Grocery,FitMax,2179.95,2559.89,Valid,,,,,,,,
P0420,Product 0420,Sports,PrimeHome,408.19,528.33,Valid,,,,,,,,
P0421,Product 0421,Electronics,PrimeHome,5384.59,7874.94,Valid,,,,,,,,
P0422,Product 0422,Electronics,Nova,12974.44,14423.79,Valid,,,,,,,,
P0423,Product 0423,Books,TechPro,650.37,986.12,Valid,,,,,,,,
P0424,Product 0424,Electronics,TechPro,4013.93,4745.08,Valid,,,,,,,,
P0425,Product 0425,Electronics,PrimeHome,4257.83,5600.5,Valid,,,,,,,,
P0426,Product 0426,Grocery,TechPro,1512.62,2155.86,Valid,,,,,,,,
P0427,Product 0427,Beauty,TechPro,1479.11,1683.29,Valid,,,,,,,,
P0428,Product 0428,Sports,DailyNeeds,13631.89,18622.67,Valid,,,,,,,,
P0429,Product 0429,Sports,Nova,10459.91,13831.31,Valid,,,,,,,,
P0430,Product 0430,Home & Kitchen,TechPro,4735.95,6418.83,Valid,,,,,,,,
P0431,Product 0431,Fashion,PrimeHome,3650.98,5079.87,Valid,,,,,,,,
P0432,Product 0432,Beauty,PrimeHome,738.93,944.13,Valid,,,,,,,,
P0433,Product 0433,Electronics,PrimeHome,5445.93,6646.33,Valid,,,,,,,,
P0434,Product 0434,Home & Kitchen,DailyNeeds,4586.91,5350.22,Valid,,,,,,,,
P0435,Product 0435,Sports,FitMax,13764.49,20940.76,Valid,,,,,,,,
P0436,Product 0436,Grocery,UrbanX,3385.58,4295.1,Valid,,,,,,,,
P0437,Product 0437,Sports,Nova,6136.69,7441.63,Valid,,,,,,,,
P0438,Product 0438,Books,PrimeHome,10262.01,11336.41,Valid,,,,,,,,
P0439,Product 0439,Home & Kitchen,UrbanX,4885.59,7001.38,Valid,,,,,,,,
P0440,Product 0440,Electronics,Nova,11748.61,15602.63,Valid,,,,,,,,
P0441,Product 0441,Home & Kitchen,PrimeHome,10921.22,12775.13,Valid,,,,,,,,
P0442,Product 0442,Sports,TechPro,628.49,942.66,Valid,,,,,,,,
P0443,Product 0443,Electronics,FitMax,12851.88,19520.42,Valid,,,,,,,,
P0444,Product 0444,Grocery,DailyNeeds,5522.11,8249.58,Valid,,,,,,,,
P0445,Product 0445,Home & Kitchen,PrimeHome,1528.25,2053.44,Valid,,,,,,,,
P0446,Product 0446,Sports,TechPro,10505.35,13188.85,Valid,,,,,,,,
P0447,Product 0447,Grocery,UrbanX,11232.49,12985.73,Valid,,,,,,,,
P0448,Product 0448,Sports,Nova,1158.04,1456.01,Valid,,,,,,,,
P0449,Product 0449,Fashion,TechPro,5373.42,7349.34,Valid,,,,,,,,
P0450,Product 0450,Fashion,PrimeHome,13442.66,15949.45,Valid,,,,,,,,
P0451,Product 0451,Beauty,UrbanX,10074.63,13077.5,Valid,,,,,,,,
P0452,Product 0452,Grocery,FitMax,8055.43,10869.62,Valid,,,,,,,,
P0453,Product 0453,Sports,TechPro,7611.28,10836.74,Valid,,,,,,,,
P0454,Product 0454,Sports,TechPro,9165.4,10292.15,Valid,,,,,,,,
P0455,Product 0455,Books,DailyNeeds,9830.01,14622.02,Valid,,,,,,,,
P0456,Product 0456,Electronics,UrbanX,1125.67,1457.02,Valid,,,,,,,,
P0457,Product 0457,Electronics,TechPro,5078.81,6874.21,Valid,,,,,,,,
P0458,Product 0458,Sports,FitMax,7947.11,12095.1,Valid,,,,,,,,
P0459,Product 0459,Sports,TechPro,10982.09,12727.69,Valid,,,,,,,,
P0460,Product 0460,Fashion,FitMax,11167.34,16703.08,Valid,,,,,,,,
P0461,Product 0461,Sports,Nova,9122.09,13300.76,Valid,,,,,,,,
P0462,Product 0462,Fashion,DailyNeeds,8839.22,13675.98,Valid,,,,,,,,
P0463,Product 0463,Fashion,TechPro,5579.49,7056.55,Valid,,,,,,,,
P0464,Product 0464,Grocery,FitMax,12537.03,14287.43,Valid,,,,,,,,
P0465,Product 0465,Electronics,FitMax,13754.36,14946.35,Valid,,,,,,,,
P0466,Product 0466,Beauty,Nova,12710.13,18461.72,Valid,,,,,,,,
P0467,Product 0467,Books,PrimeHome,13091.62,14979.43,Valid,,,,,,,,
P0468,Product 0468,Sports,FitMax,13641.27,16694.54,Valid,,,,,,,,
P0469,Product 0469,Beauty,DailyNeeds,3110.75,4803.12,Valid,,,,,,,,
P0470,Product 0470,Home & Kitchen,Nova,7756.76,9989.04,Valid,,,,,,,,
P0471,Product 0471,Electronics,TechPro,8064.65,9586.18,Valid,,,,,,,,
P0472,Product 0472,Electronics,PrimeHome,7332.83,10515.42,Valid,,,,,,,,
P0473,Product 0473,Sports,DailyNeeds,12742.48,15388.2,Valid,,,,,,,,
P0474,Product 0474,Beauty,TechPro,4943.08,6572.22,Valid,,,,,,,,
P0475,Product 0475,Home & Kitchen,UrbanX,2503.57,2888.98,Valid,,,,,,,,
P0476,Product 0476,Home & Kitchen,PrimeHome,4187.08,5428.93,Valid,,,,,,,,
P0477,Product 0477,Electronics,FitMax,2232.6,2525.18,Valid,,,,,,,,
P0478,Product 0478,Electronics,PrimeHome,6131.37,8849.74,Valid,,,,,,,,
P0479,Product 0479,Home & Kitchen,UrbanX,1840.49,2303.59,Valid,,,,,,,,
P0480,Product 0480,Grocery,Nova,1404.88,1727.77,Valid,,,,,,,,
P0481,Product 0481,Home & Kitchen,Nova,6819.98,10551.05,Valid,,,,,,,,
P0482,Product 0482,Electronics,Nova,9057,13313.43,Valid,,,,,,,,
P0483,Product 0483,Sports,Nova,9153.86,12269.33,Valid,,,,,,,,
P0484,Product 0484,Electronics,TechPro,1475.07,2247.68,Valid,,,,,,,,
P0485,Product 0485,Home & Kitchen,TechPro,14576.47,17190.87,Valid,,,,,,,,
P0486,Product 0486,Books,DailyNeeds,1914.02,2583.04,Valid,,,,,,,,
P0487,Product 0487,Electronics,TechPro,9940.91,15076.95,Valid,,,,,,,,
P0488,Product 0488,Grocery,UrbanX,13340.74,17980.14,Valid,,,,,,,,
P0489,Product 0489,Sports,TechPro,13283.01,16268.44,Valid,,,,,,,,
P0490,Product 0490,Grocery,PrimeHome,7730.72,11298.28,Valid,,,,,,,,
P0491,Product 0491,Books,UrbanX,4234.05,4849.01,Valid,,,,,,,,
P0492,Product 0492,Grocery,TechPro,12435.26,14318.46,Valid,,,,,,,,
P0493,Product 0493,Beauty,TechPro,9227.59,13136.66,Valid,,,,,,,,
P0494,Product 0494,Electronics,PrimeHome,11886.59,13224.85,Valid,,,,,,,,
P0495,Product 0495,Electronics,Nova,6059.88,6688.87,Valid,,,,,,,,
P0496,Product 0496,Fashion,Nova,13710.09,17249.56,Valid,,,,,,,,
P0497,Product 0497,Electronics,DailyNeeds,13950.93,17676.05,Valid,,,,,,,,
P0498,Product 0498,Books,Nova,11086.47,14420.57,Valid,,,,,,,,
P0499,Product 0499,Grocery,UrbanX,14144.25,20200.03,Valid,,,,,,,,
P0500,Product 0500,Sports,DailyNeeds,6857.12,9239.02,Valid,,,,,,,,
